record_type,record_id,task_id,lane_id,seed,source_id,state,sha256,details
seed,E6172_NOH_CNOT_CI_ML_REPRODUCTION:61720032,T6.17.2,surface_gkp_gate_outer_code,61720032,,common_random_numbers,,phase6c-secondary-v1
experiment,E6173_LEARNED_MODEL_ELIGIBILITY_REPLAY,T6.17.3,single_mode_decoder,,WANG2022_DIRECT_NN;SIVAK2023_RL_GKP;SIVAK2026_RL_DRIFT;PUVIANI2025_NMF,READONLY_CHECKPOINT_REPLAY,c0711eb7f19184a0538ca9223cfbc2c7f321fe221d19699b551bb36fe2439b2e,existing checkpoint has same syndrome/action/observability/precision/compute task signature
experiment,E6181_AQEC_COMMON_WALLCLOCK_REPLAY,T6.18.1,aqec_wallclock,,LACHANCE2024_AQEC,PROJECT_NATIVE_MATCHED,75fb1f65a67c8f119c4cbe25379edcdda9373bc93dba0a963f411feb2a71dc53,existing protocol-native simulator and 700 us contract pass; no claim of paper-native reservoir reproduction
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810001,T6.18.1,aqec_wallclock,61810001,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810002,T6.18.1,aqec_wallclock,61810002,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810003,T6.18.1,aqec_wallclock,61810003,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810004,T6.18.1,aqec_wallclock,61810004,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810005,T6.18.1,aqec_wallclock,61810005,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810006,T6.18.1,aqec_wallclock,61810006,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810007,T6.18.1,aqec_wallclock,61810007,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810008,T6.18.1,aqec_wallclock,61810008,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810009,T6.18.1,aqec_wallclock,61810009,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810010,T6.18.1,aqec_wallclock,61810010,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810011,T6.18.1,aqec_wallclock,61810011,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810012,T6.18.1,aqec_wallclock,61810012,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810013,T6.18.1,aqec_wallclock,61810013,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810014,T6.18.1,aqec_wallclock,61810014,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810015,T6.18.1,aqec_wallclock,61810015,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810016,T6.18.1,aqec_wallclock,61810016,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810017,T6.18.1,aqec_wallclock,61810017,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810018,T6.18.1,aqec_wallclock,61810018,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810019,T6.18.1,aqec_wallclock,61810019,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810020,T6.18.1,aqec_wallclock,61810020,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810021,T6.18.1,aqec_wallclock,61810021,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810022,T6.18.1,aqec_wallclock,61810022,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810023,T6.18.1,aqec_wallclock,61810023,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6181_AQEC_COMMON_WALLCLOCK_REPLAY:61810024,T6.18.1,aqec_wallclock,61810024,,independent_seed_clusters,,phase6c-secondary-v1
experiment,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION,T6.18.2,multimode_structured_lattice_cpd,,LIN2023_CPD,OFFICIAL_CODE_REPRODUCTION,73accf1474cbd267915a317253282856c17c3904f1b40a33417948de740a121d,"official repository commit/license verified, Julia environment resolved, upstream tests attempted"
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820001,T6.18.2,multimode_structured_lattice_cpd,61820001,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820002,T6.18.2,multimode_structured_lattice_cpd,61820002,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820003,T6.18.2,multimode_structured_lattice_cpd,61820003,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820004,T6.18.2,multimode_structured_lattice_cpd,61820004,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820005,T6.18.2,multimode_structured_lattice_cpd,61820005,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820006,T6.18.2,multimode_structured_lattice_cpd,61820006,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820007,T6.18.2,multimode_structured_lattice_cpd,61820007,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820008,T6.18.2,multimode_structured_lattice_cpd,61820008,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820009,T6.18.2,multimode_structured_lattice_cpd,61820009,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820010,T6.18.2,multimode_structured_lattice_cpd,61820010,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820011,T6.18.2,multimode_structured_lattice_cpd,61820011,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820012,T6.18.2,multimode_structured_lattice_cpd,61820012,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820013,T6.18.2,multimode_structured_lattice_cpd,61820013,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820014,T6.18.2,multimode_structured_lattice_cpd,61820014,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820015,T6.18.2,multimode_structured_lattice_cpd,61820015,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820016,T6.18.2,multimode_structured_lattice_cpd,61820016,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820017,T6.18.2,multimode_structured_lattice_cpd,61820017,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820018,T6.18.2,multimode_structured_lattice_cpd,61820018,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820019,T6.18.2,multimode_structured_lattice_cpd,61820019,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820020,T6.18.2,multimode_structured_lattice_cpd,61820020,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820021,T6.18.2,multimode_structured_lattice_cpd,61820021,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820022,T6.18.2,multimode_structured_lattice_cpd,61820022,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820023,T6.18.2,multimode_structured_lattice_cpd,61820023,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820024,T6.18.2,multimode_structured_lattice_cpd,61820024,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820025,T6.18.2,multimode_structured_lattice_cpd,61820025,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820026,T6.18.2,multimode_structured_lattice_cpd,61820026,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820027,T6.18.2,multimode_structured_lattice_cpd,61820027,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820028,T6.18.2,multimode_structured_lattice_cpd,61820028,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820029,T6.18.2,multimode_structured_lattice_cpd,61820029,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820030,T6.18.2,multimode_structured_lattice_cpd,61820030,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820031,T6.18.2,multimode_structured_lattice_cpd,61820031,,common_random_numbers,,phase6c-secondary-v1
seed,E6182_OFFICIAL_STRUCTURED_CPD_REPRODUCTION:61820032,T6.18.2,multimode_structured_lattice_cpd,61820032,,common_random_numbers,,phase6c-secondary-v1
experiment,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD,T6.18.3,multimode_structured_lattice_cpd,,LIN2023_CPD,CONDITIONAL_PROJECT_NATIVE_MATCHED,09922ebef8dbdc14a623090dcc1c110c2480b2763696e73c2639005b696afa74,E6182 correctness and threshold scope pass; otherwise NOT_RUN_SCOPE_GATE
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830001,T6.18.3,multimode_structured_lattice_cpd,61830001,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830002,T6.18.3,multimode_structured_lattice_cpd,61830002,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830003,T6.18.3,multimode_structured_lattice_cpd,61830003,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830004,T6.18.3,multimode_structured_lattice_cpd,61830004,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830005,T6.18.3,multimode_structured_lattice_cpd,61830005,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830006,T6.18.3,multimode_structured_lattice_cpd,61830006,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830007,T6.18.3,multimode_structured_lattice_cpd,61830007,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830008,T6.18.3,multimode_structured_lattice_cpd,61830008,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830009,T6.18.3,multimode_structured_lattice_cpd,61830009,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830010,T6.18.3,multimode_structured_lattice_cpd,61830010,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830011,T6.18.3,multimode_structured_lattice_cpd,61830011,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830012,T6.18.3,multimode_structured_lattice_cpd,61830012,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830013,T6.18.3,multimode_structured_lattice_cpd,61830013,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830014,T6.18.3,multimode_structured_lattice_cpd,61830014,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830015,T6.18.3,multimode_structured_lattice_cpd,61830015,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830016,T6.18.3,multimode_structured_lattice_cpd,61830016,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830017,T6.18.3,multimode_structured_lattice_cpd,61830017,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830018,T6.18.3,multimode_structured_lattice_cpd,61830018,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830019,T6.18.3,multimode_structured_lattice_cpd,61830019,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830020,T6.18.3,multimode_structured_lattice_cpd,61830020,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830021,T6.18.3,multimode_structured_lattice_cpd,61830021,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830022,T6.18.3,multimode_structured_lattice_cpd,61830022,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830023,T6.18.3,multimode_structured_lattice_cpd,61830023,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830024,T6.18.3,multimode_structured_lattice_cpd,61830024,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830025,T6.18.3,multimode_structured_lattice_cpd,61830025,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830026,T6.18.3,multimode_structured_lattice_cpd,61830026,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830027,T6.18.3,multimode_structured_lattice_cpd,61830027,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830028,T6.18.3,multimode_structured_lattice_cpd,61830028,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830029,T6.18.3,multimode_structured_lattice_cpd,61830029,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830030,T6.18.3,multimode_structured_lattice_cpd,61830030,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830031,T6.18.3,multimode_structured_lattice_cpd,61830031,,independent_seed_clusters,,phase6c-secondary-v1
seed,E6183_MULTIMODE_POSTERIOR_WEIGHTED_CPD:61830032,T6.18.3,multimode_structured_lattice_cpd,61830032,,independent_seed_clusters,,phase6c-secondary-v1
experiment,E6191_PROJECT_PREBOARD_PROFILES,T6.19.1,fpga_implementation,,PROJECT_T5_FAST_PATH;PROJECT_V5_ROUTE_A,PROJECT_NATIVE_MATCHED,c5957897ab665daf2186c4ac3a19e47693ef0b5ad8a7794409b72b9c4e65d7c5,only methods with existing synthesizable RTL enter hardware rows; absent V5/NN RTL is N/A
seed,E6191_PROJECT_PREBOARD_PROFILES:1,T6.19.1,fpga_implementation,1,,place_route_seeds,,tool-seed-fixed
seed,E6191_PROJECT_PREBOARD_PROFILES:7,T6.19.1,fpga_implementation,7,,place_route_seeds,,tool-seed-fixed
seed,E6191_PROJECT_PREBOARD_PROFILES:19,T6.19.1,fpga_implementation,19,,place_route_seeds,,tool-seed-fixed
experiment,E6192_EXTERNAL_FPGA_REFRESH,T6.19.2,fpga_implementation,,OVERWATER2022_FPGA_NN;YANG2026_FPGA_NN,LITERATURE_REFRESH,e752c951d348d277b8f361889162e9d3ce43e948ecc9b6dffb7acc466bb405ab,primary source with concrete implementation/problem size and timing boundary
experiment,E6193_AUXILIARY_ATLAS_INTEGRITY,T6.19.3,fpga_implementation,,NOH2022_SURFACE_GKP;WANG2022_DIRECT_NN;PUVIANI2025_NMF;LACHANCE2024_AQEC;LIN2023_CPD;PROJECT_T5_FAST_PATH;PROJECT_V5_ROUTE_A,READONLY_INTEGRITY_GATE,19ccb93e3ca0faa09d1b20716a345b3c5883a1445f24fd246f022d244e75a3f3,T6.16.1-T6.19.2 terminal artifacts exist or carry explicit blocked/failed/negative states
source_lock,NOH2022_SURFACE_GKP,,,,NOH2022_SURFACE_GKP,FROZEN,179cc555c9240fea48e79da4e178dcd103d3cff516519f2c8cebd8b8c5ff3aa9,"PRX Quantum 3, 010315 / arXiv:2103.06994"
source_lock,WANG2022_DIRECT_NN,,,,WANG2022_DIRECT_NN,FROZEN,1705cfa8b605de739899676a77f6e01edcebdc967cdd94503aa7e2472421e8bb,"npj Quantum Information 8, 134, version of record 18 November 2022"
source_lock,OVERWATER2022_FPGA_NN,,,,OVERWATER2022_FPGA_NN,FROZEN,aabbdd7b55009cc6e98cafb9827b4e5ac73f7d3bdf4b8d8cd00f9310747e2ec7,"Quantum 6, 859"
source_lock,YANG2026_FPGA_NN,,,,YANG2026_FPGA_NN,FROZEN,0a1ee717eb5f9a596c37f930d83523a749ab342c9913cde0b1afaac4f88108d2,arXiv:2605.04892v1
source_lock,SIVAK2023_RL_GKP,,,,SIVAK2023_RL_GKP,FROZEN,0f627cbd67f0b28a7d942e7b379d0661fd3123c953e431cea1dff86ec36582e1,"Nature 616, 50-55, version of record"
source_lock,SIVAK2026_RL_DRIFT,,,,SIVAK2026_RL_DRIFT,FROZEN,c3461e39ccb7ef7b2a0e22a20cd5f2bbd3bc6eb1c9ee27fb87af24e23d16faa1,"Nature version of record, 8 July 2026"
source_lock,PUVIANI2025_NMF,,,,PUVIANI2025_NMF,FROZEN,26109c7cb0f31bc80796012ce6793d65887bd4622d092b3e73f9ebcc4ef291f0,"Physical Review Letters 134, 020601 / arXiv:2312.07391"
source_lock,LACHANCE2024_AQEC,,,,LACHANCE2024_AQEC,FROZEN,c2488af55af70f17a2fc061f259ca990697a2fcc0102d8ffb0bace60e0b10beb,"Physical Review Letters 132, 150607 / arXiv:2310.11400v2"
source_lock,LIN2023_CPD,,,,LIN2023_CPD,FROZEN,375288e867fae42591dfee26101182b24d161e24d771983c88f184689d76ca89,"PRX Quantum 4, 040334 / arXiv:2303.04702v3"
source_lock,PROJECT_T5_FAST_PATH,,,,PROJECT_T5_FAST_PATH,FROZEN,9533431ffc77211e058f6773d0d3ba0f55e5bce6069bd5aadc54aca9bc7e9e5c,hash-bound local artifact
source_lock,PROJECT_V5_ROUTE_A,,,,PROJECT_V5_ROUTE_A,FROZEN,13b6b273f1dfe6a53fe4878f00cb506283864e6b72e1727ba62176b033085743,hash-bound local artifact
parent_lock,t3_2_8_aqec_project,,,,,FROZEN_EXACT,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,docs/t3_2_8_autonomous_sbs_wallclock_validation.json
parent_lock,t4_4_5_student_freeze,,,,,FROZEN_EXACT,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,docs/t4_4_5_teacher_student_branch_freeze.json
parent_lock,t5_5_2_preboard_pr,,,,,FROZEN_EXACT,1df1bd4572f70fbc9f63cc191c3dccfce508d29476ecf0e17aa17fbc2e458faa,docs/t5_5_2_target_device_synthesis.json
parent_lock,t5_5_4_student_hardware,,,,,FROZEN_EXACT,d47d88062c6f625b1f68b9961b1fd8478ea85db4a8a83e430cd51c8654f4c506,docs/t5_5_4_gru_student_hardware_feasibility.json
parent_lock,t6_8_3_gqf_intake,,,,,FROZEN_EXACT,f7f5f3f6ec8ab1e36230b11c6493d9323237c3b6b0abdeeef12d67f3876a5f51,docs/t6_8_3_gqf_official_intake.json
