row_type,item_id,task_id,lane,metric,observed_value,threshold,passed,branch_id,statement,source_artifact_sha256
parent_gate,T4.4.2:frozen_teacher_parent_artifact_and_checkpoint_are_current,T4.4.2,,frozen_teacher_parent_artifact_and_checkpoint_are_current,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:native_analysis_rejects_nonbinary_leakage_token,T4.4.2,,native_analysis_rejects_nonbinary_leakage_token,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:fixed_library_covers_runs_alternation_impulses_and_leakage_proxy,T4.4.2,,fixed_library_covers_runs_alternation_impulses_and_leakage_proxy,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:hidden_and_control_dimensions_match_gru10_output15,T4.4.2,,hidden_and_control_dimensions_match_gru10_output15,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:native_prefix_replay_and_repeat_are_exact,T4.4.2,,native_prefix_replay_and_repeat_are_exact,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:all_native_and_probe_actions_obey_hard_bounds,T4.4.2,,all_native_and_probe_actions_obey_hard_bounds,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:conditional_ground_probabilities_are_complete_finite_and_bounded,T4.4.2,,conditional_ground_probabilities_are_complete_finite_and_bounded,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:physics_probability_runs_preserve_density_diagnostics,T4.4.2,,physics_probability_runs_preserve_density_diagnostics,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:belief_probe_training_and_evaluation_trajectories_are_disjoint,T4.4.2,,belief_probe_training_and_evaluation_trajectories_are_disjoint,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:hidden_and_observed_only_belief_probes_are_finite,T4.4.2,,hidden_and_observed_only_belief_probes_are_finite,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:pca_accounts_for_all_hidden_and_control_variance,T4.4.2,,pca_accounts_for_all_hidden_and_control_variance,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:all_thirty_run_parameter_exponential_fits_are_reported,T4.4.2,,all_thirty_run_parameter_exponential_fits_are_reported,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:bidirectional_impulse_memory_is_measured_with_censor_flags,T4.4.2,,bidirectional_impulse_memory_is_measured_with_censor_flags,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:g_and_e_fixed_point_jacobians_are_finite_and_contracting,T4.4.2,,g_and_e_fixed_point_jacobians_are_finite_and_contracting,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:leakage_is_explicitly_ood_and_first_post_leak_action_is_nominal,T4.4.2,,leakage_is_explicitly_ood_and_first_post_leak_action_is_nominal,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:source_data_contains_fixed_probe_leakage_and_fit_rows,T4.4.2,,source_data_contains_fixed_probe_leakage_and_fit_rows,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_gate,T4.4.2:analysis_claim_boundary_excludes_mechanism_calibration_and_deployment,T4.4.2,,analysis_claim_boundary_excludes_mechanism_calibration_and_deployment,True,,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
file_binding,T4.4.2:source_data:docs/t4_4_2_teacher_hidden_control_source_data.csv,T4.4.2,,source_data,71c141be72560a48e30ddc4650c4059408a2da50999354e9dfce3f135e1a4531,71c141be72560a48e30ddc4650c4059408a2da50999354e9dfce3f135e1a4531,True,qualified_student_retention,,9cf3ca1f8245b29a537638bea02edaa961862219aacd64e3f7f714d1a2987e2a
parent_artifact,T4.4.3-artifact,T4.4.3,,,,,True,qualified_student_retention,status and complete parent gate summary,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:teacher_and_hidden_analysis_parents_are_current_passes,T4.4.3,,teacher_and_hidden_analysis_parents_are_current_passes,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:training_validation_evaluation_splits_are_disjoint_and_complete,T4.4.3,,training_validation_evaluation_splits_are_disjoint_and_complete,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:one_two_four_dimensions_and_three_restarts_are_fully_retained,T4.4.3,,one_two_four_dimensions_and_three_restarts_are_fully_retained,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_candidates_match_exact_parameter_and_resource_counts,T4.4.3,,all_candidates_match_exact_parameter_and_resource_counts,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_candidate_parameter_tensors_receive_finite_nonzero_gradient,T4.4.3,,all_candidate_parameter_tensors_receive_finite_nonzero_gradient,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:every_candidate_changes_from_its_fresh_initializer,T4.4.3,,every_candidate_changes_from_its_fresh_initializer,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:restart_and_dimension_selection_are_validation_only,T4.4.3,,restart_and_dimension_selection_are_validation_only,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:selected_student_reduces_evaluation_zero_mse_by_required_fraction,T4.4.3,,selected_student_reduces_evaluation_zero_mse_by_required_fraction,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:selected_student_beats_latest_only_and_legacy_students_on_evaluation,T4.4.3,,selected_student_beats_latest_only_and_legacy_students_on_evaluation,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_selected_actions_obey_fifteen_hard_bounds,T4.4.3,,all_selected_actions_obey_fifteen_hard_bounds,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:json_artifact_roundtrip_matches_torch_candidate,T4.4.3,,json_artifact_roundtrip_matches_torch_candidate,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:pure_numpy_runtime_replay_is_exact_and_fail_closed,T4.4.3,,pure_numpy_runtime_replay_is_exact_and_fail_closed,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:online_module_has_no_torch_physics_or_teacher_dependency,T4.4.3,,online_module_has_no_torch_physics_or_teacher_dependency,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:source_data_contains_every_epoch_checkpoint_split_and_candidate,T4.4.3,,source_data_contains_every_epoch_checkpoint_split_and_candidate,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:cap_hits_and_nonconvergence_claims_are_explicit,T4.4.3,,cap_hits_and_nonconvergence_claims_are_explicit,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:claim_boundary_keeps_imitation_separate_from_physical_gain,T4.4.3,,claim_boundary_keeps_imitation_separate_from_physical_gain,True,,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
file_binding,T4.4.3:source_data:docs/t4_4_3_low_dimensional_student_source_data.csv,T4.4.3,,source_data,74a7ebfc224b79c0b2b874632783684d55971eff486ed1e5dc22f5554bed73ff,74a7ebfc224b79c0b2b874632783684d55971eff486ed1e5dc22f5554bed73ff,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
file_binding,T4.4.3:checkpoint:docs/t4_4_3_low_dimensional_student_candidates.pt,T4.4.3,,checkpoint,dd8ab3aa3cfbde8b186214e209c0abd037230e5958eca86ff2c1e2fb2e504a7c,dd8ab3aa3cfbde8b186214e209c0abd037230e5958eca86ff2c1e2fb2e504a7c,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
file_binding,T4.4.3:student_artifact:docs/t4_4_3_low_dimensional_student.json,T4.4.3,,student_artifact,8d3b575c416795b3af522f0322f8c8b0eed937c41616067d163ce47e5fe9bbae,8d3b575c416795b3af522f0322f8c8b0eed937c41616067d163ce47e5fe9bbae,True,qualified_student_retention,,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_artifact,T4.4.4-artifact,T4.4.4,,,,,True,qualified_student_retention,status and complete parent gate summary,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_parent_artifacts_and_checkpoints_are_current_passes,T4.4.4,,all_parent_artifacts_and_checkpoints_are_current_passes,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:new_stochastic_seeds_are_disjoint_from_teacher_and_student_fitting,T4.4.4,,new_stochastic_seeds_are_disjoint_from_teacher_and_student_fitting,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:ten_cycle_lane_retains_standard_all_five_mf_teacher_handcrafted_and_student,T4.4.4,,ten_cycle_lane_retains_standard_all_five_mf_teacher_handcrafted_and_student,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:two_cycle_exact_lane_includes_all_comparators_and_horizon_bound_oracle,T4.4.4,,two_cycle_exact_lane_includes_all_comparators_and_horizon_bound_oracle,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_point_gain_retention_meets_frozen_ninety_percent_threshold,T4.4.4,,student_point_gain_retention_meets_frozen_ninety_percent_threshold,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_gain_retention_lower_confidence_bounds_meet_threshold,T4.4.4,,student_gain_retention_lower_confidence_bounds_meet_threshold,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:exact_two_cycle_student_gain_retention_meets_threshold,T4.4.4,,exact_two_cycle_student_gain_retention_meets_threshold,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:teacher_student_pg_difference_stays_inside_frozen_tolerance,T4.4.4,,teacher_student_pg_difference_stays_inside_frozen_tolerance,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_actions_obey_all_fifteen_hard_bounds,T4.4.4,,student_actions_obey_all_fifteen_hard_bounds,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_physics_lanes_preserve_trace_hermiticity_and_positive_tolerance,T4.4.4,,all_physics_lanes_preserve_trace_hermiticity_and_positive_tolerance,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_five_mf_agents_are_reported_without_test_postselection,T4.4.4,,all_five_mf_agents_are_reported_without_test_postselection,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_compresses_teacher_stored_scalars_by_more_than_ninety_nine_percent,T4.4.4,,student_compresses_teacher_stored_scalars_by_more_than_ninety_nine_percent,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:cost_table_keeps_float_analytic_and_hardware_evidence_separate,T4.4.4,,cost_table_keeps_float_analytic_and_hardware_evidence_separate,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:source_data_contains_every_seed_branch_retention_and_cost_row,T4.4.4,,source_data_contains_every_seed_branch_retention_and_cost_row,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:leakage_is_explicitly_unavailable_not_silently_encoded_as_e,T4.4.4,,leakage_is_explicitly_unavailable_not_silently_encoded_as_e,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:g_e_and_unavailable_leakage_burdens_are_explicit_for_every_lane,T4.4.4,,g_e_and_unavailable_leakage_burdens_are_explicit_for_every_lane,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:control_oracle_is_never_extrapolated_into_ten_cycle_lane,T4.4.4,,control_oracle_is_never_extrapolated_into_ten_cycle_lane,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:claim_boundary_requires_t4_4_5_before_nmf_promotion,T4.4.4,,claim_boundary_requires_t4_4_5_before_nmf_promotion,True,,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
file_binding,T4.4.4:source_data:docs/t4_4_4_teacher_student_gain_retention_source_data.csv,T4.4.4,,source_data,b24501ffaa644e427148f13b5a329d9494ca587c6a276bae94bac23455a834a4,b24501ffaa644e427148f13b5a329d9494ca587c6a276bae94bac23455a834a4,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,primary:selection_score,T4.4.4,primary,selection_score,point=0.9984809901028885;ci_lower=0.9907869759758513,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,primary:fidelity_effective_lifetime_cycles,T4.4.4,primary,fidelity_effective_lifetime_cycles,point=0.9973676534513298;ci_lower=0.9875105988407641,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,primary:logical_z_effective_lifetime_cycles,T4.4.4,primary,logical_z_effective_lifetime_cycles,point=0.996557189139068;ci_lower=0.9824421365114248,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,confirmation:selection_score,T4.4.4,confirmation,selection_score,point=0.9878115850009149;ci_lower=0.9670510828847563,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,confirmation:fidelity_effective_lifetime_cycles,T4.4.4,confirmation,fidelity_effective_lifetime_cycles,point=0.9898064655176845;ci_lower=0.9738109021181811,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
retention_gate,confirmation:logical_z_effective_lifetime_cycles,T4.4.4,confirmation,logical_z_effective_lifetime_cycles,point=0.9814573586937879;ci_lower=0.9445014278749587,point>=0.90;ci_lower>=0.90,True,qualified_student_retention,,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
branch_predicate,all_parent_machine_gates_pass,,,all_parent_machine_gates_pass,True,,True,qualified_student_retention,,
branch_predicate,all_parent_implementations_are_current,,,all_parent_implementations_are_current,True,,True,qualified_student_retention,,
branch_predicate,all_declared_parent_files_match_hashes,,,all_declared_parent_files_match_hashes,True,,True,qualified_student_retention,,
branch_predicate,teacher_is_fresh_reproducible_and_validation_selected,,,teacher_is_fresh_reproducible_and_validation_selected,True,,True,qualified_student_retention,,
branch_predicate,teacher_analysis_is_frozen_post_hoc_and_leakage_ood,,,teacher_analysis_is_frozen_post_hoc_and_leakage_ood,True,,True,qualified_student_retention,,
branch_predicate,student_is_strict_split_four_state_and_fail_closed,,,student_is_strict_split_four_state_and_fail_closed,True,,True,qualified_student_retention,,
branch_predicate,all_six_preregistered_stochastic_retention_metrics_pass,,,all_six_preregistered_stochastic_retention_metrics_pass,True,,True,qualified_student_retention,,
branch_predicate,cutoff_dependent_mf_teacher_reversal_is_preserved,,,cutoff_dependent_mf_teacher_reversal_is_preserved,True,,True,qualified_student_retention,,
allowed_claim,CL-T445-01,,,,,,,qualified_student_retention,A fresh bounded-residual GRU teacher is reproducible in the matched two-level finite-cutoff ten-cycle simulator under the registered strict split.,
allowed_claim,CL-T445-02,,,,,,,qualified_student_retention,"The frozen four-state student retains at least ninety percent of the teacher-versus-standard gain for all preregistered metrics at cutoff twelve and sixteen on new paired seeds, including the paired-bootstrap lower bound.",
allowed_claim,CL-T445-03,,,,,,,qualified_student_retention,The float student uses 95 stored scalars and 87 analytic MACs per healthy half-cycle versus 72853 scalars and 72266 analytic MACs for the float teacher.,
prohibited_claim,PC-T445-01,,,,,,,qualified_student_retention,universal NMF superiority over every exact-budget MF baseline,
prohibited_claim,PC-T445-02,,,,,,,qualified_student_retention,a unique belief-state or universal single-exponential teacher mechanism,
prohibited_claim,PC-T445-03,,,,,,,qualified_student_retention,global optimizer optimality or convergence of teacher or student training,
prohibited_claim,PC-T445-04,,,,,,,qualified_student_retention,a globally optimal or ten-cycle control oracle,
prohibited_claim,PC-T445-05,,,,,,,qualified_student_retention,native multilevel leakage or SPAM robustness,
prohibited_claim,PC-T445-06,,,,,,,qualified_student_retention,long-horizon or out-of-distribution gain retention,
prohibited_claim,PC-T445-07,,,,,,,qualified_student_retention,quantized RTL synthesis FPGA timing board or device performance,
revocation_trigger,RV-T445-01,T5.2,,,,,,qualified_student_retention,multilevel leakage SPAM or reset evidence invalidates the matched-model gain,
revocation_trigger,RV-T445-02,T5.4,,,,,,qualified_student_retention,OOD model mismatch or long-horizon retention fails its preregistered gate,
revocation_trigger,RV-T445-03,T5.5,,,,,,qualified_student_retention,fixed-point or resource/deadline evidence rejects the 4-state student path,
revocation_trigger,RV-T445-04,T6,,,,,,qualified_student_retention,RTL transport FPGA or board negative-path evidence fails,
revocation_trigger,RV-T445-05,all,,,,,,qualified_student_retention,any T4.4.1--T4.4.4 artifact source checkpoint hash or gate becomes stale or false,
