seed,state_id,initial_state,pauli_axis,expected_eigenvalue,batch_index,half_cycle,full_cycle,signed_pauli,measurement_probability,reward,rho_trace_real,rho_trace_imag
68401,minus_x,-x logical,X,-1.0,0,7,3.5,0.0422615110874176,0.5622234344482422,0.047543399035930634,1.0000000391155481,2.220446049250313e-16
68401,minus_x,-x logical,X,-1.0,1,7,3.5,0.4424056112766266,0.5119389891624451,0.047543399035930634,1.0000000018626451,-8.881784197001252e-16
68401,minus_x,-x logical,X,-1.0,0,8,4.0,-0.159311443567276,0.38307470083236694,0.17212414741516113,1.0000000838190317,1.0658141036401503e-14
68401,minus_x,-x logical,X,-1.0,1,8,4.0,0.3472440540790558,0.25088340044021606,0.17212414741516113,0.9999999534338713,-1.687538997430238e-14
68401,minus_x,-x logical,X,-1.0,0,9,4.5,-0.08024650812149048,0.48109346628189087,0.13163235783576965,1.0000000055879354,-1.7763568394002505e-15
68401,minus_x,-x logical,X,-1.0,1,9,4.5,0.35510292649269104,0.5735218524932861,0.13163235783576965,0.9999999664723873,-4.440892098500626e-15
68401,minus_x,-x logical,X,-1.0,0,10,5.0,-0.29444605112075806,0.4250999093055725,0.11106979101896286,1.0000000558793545,2.6645352591003757e-15
68401,minus_x,-x logical,X,-1.0,1,10,5.0,0.08644473552703857,0.6559581756591797,0.11106979101896286,0.9999999292194843,2.8199664825478976e-14
68401,minus_x,-x logical,X,-1.0,0,11,5.5,-0.26771003007888794,0.5069040656089783,0.10422058403491974,1.0000000484287739,-1.3322676295501878e-15
68401,minus_x,-x logical,X,-1.0,1,11,5.5,0.47117966413497925,0.6298528909683228,0.10422058403491974,0.9999999664723873,7.105427357601002e-15
68401,minus_x,-x logical,X,-1.0,0,12,6.0,-0.27431851625442505,0.3355652689933777,0.1251256763935089,1.0000000186264515,-6.106226635438361e-16
68401,minus_x,-x logical,X,-1.0,1,12,6.0,0.35861384868621826,0.5234737396240234,0.1251256763935089,1.0000000335276127,-1.509903313490213e-14
68401,minus_x,-x logical,X,-1.0,0,13,6.5,-0.020237084478139877,0.5291059613227844,0.18049804866313934,0.9999999534338713,-1.021405182655144e-14
68401,minus_x,-x logical,X,-1.0,1,13,6.5,0.4110349714756012,0.2949357032775879,0.18049804866313934,0.999999925494194,8.881784197001252e-15
68401,minus_x,-x logical,X,-1.0,0,14,7.0,-0.3504387438297272,0.5100354552268982,0.09692233800888062,0.9999999701976776,-7.105427357601002e-15
68401,minus_x,-x logical,X,-1.0,1,14,7.0,-0.10299435257911682,0.5214024186134338,0.09692233800888062,1.0000000139698386,-4.440892098500626e-15
68401,minus_x,-x logical,X,-1.0,0,15,7.5,-0.2545625567436218,0.6485480666160583,0.2097717821598053,0.9999999031424522,-1.3766765505351941e-14
68401,minus_x,-x logical,X,-1.0,1,15,7.5,0.045674026012420654,0.44888031482696533,0.2097717821598053,1.0000000167638063,2.6645352591003757e-15
68401,minus_x,-x logical,X,-1.0,0,16,8.0,-0.30197688937187195,0.5569137334823608,0.23585844039916992,0.9999999552965164,-2.4980018054066022e-15
68401,minus_x,-x logical,X,-1.0,1,16,8.0,-0.047286830842494965,0.443469762802124,0.23585844039916992,1.000000026077032,4.440892098500626e-15
68401,minus_x,-x logical,X,-1.0,0,17,8.5,-0.19100534915924072,0.6347206830978394,0.09593997895717621,0.9999999590218067,4.440892098500626e-16
68401,minus_x,-x logical,X,-1.0,1,17,8.5,-0.008202556520700455,0.5800765156745911,0.09593997895717621,1.0000000074505806,3.9968028886505635e-15
68401,minus_x,-x logical,X,-1.0,0,18,9.0,-0.2355319708585739,0.4123530387878418,0.06549033522605896,1.0000000931322575,-2.220446049250313e-14
68401,minus_x,-x logical,X,-1.0,1,18,9.0,-0.4067530035972595,0.5747458338737488,0.06549033522605896,1.000000013038516,-2.6645352591003757e-15
68401,minus_x,-x logical,X,-1.0,0,19,9.5,-0.061418697237968445,0.5012356042861938,0.23688526451587677,1.0000000428408384,-1.4210854715202004e-14
68401,minus_x,-x logical,X,-1.0,1,19,9.5,-0.049141570925712585,0.5328906178474426,0.23688526451587677,1.000000013038516,-6.217248937900877e-15
68401,minus_x,-x logical,X,-1.0,0,20,10.0,-0.12428604811429977,0.585516095161438,0.14785981178283691,1.00000006146729,3.774758283725532e-15
68401,minus_x,-x logical,X,-1.0,1,20,10.0,-0.24497710168361664,0.4444495439529419,0.14785981178283691,1.0000000484287739,-2.9976021664879227e-15
68401,minus_x,-x logical,X,-1.0,0,21,10.5,-0.02672833949327469,0.6211570501327515,0.09601743519306183,1.000000037252903,-2.220446049250313e-15
68401,minus_x,-x logical,X,-1.0,1,21,10.5,-0.09707848727703094,0.4906505346298218,0.09601743519306183,0.9999999478459358,-9.992007221626409e-16
68401,plus_y,y logical,Y,1.0,0,1,0.5,0.08080784976482391,0.31454992294311523,0.6805534958839417,1.0000001229345798,-7.549516567451064e-15
68401,plus_y,y logical,Y,1.0,1,1,0.5,0.08080784976482391,0.31454992294311523,0.6805534958839417,1.0000001229345798,-7.549516567451064e-15
68401,plus_y,y logical,Y,1.0,0,2,1.0,-0.0051461756229400635,0.34164315462112427,0.1486729085445404,0.9999999888241291,0.0
68401,plus_y,y logical,Y,1.0,1,2,1.0,-0.0051461756229400635,0.6583568453788757,0.1486729085445404,0.9999999813735485,2.220446049250313e-15
68401,plus_y,y logical,Y,1.0,0,3,1.5,0.11372670531272888,0.5037334561347961,0.11566190421581268,1.0,-5.329070518200751e-15
68401,plus_y,y logical,Y,1.0,1,3,1.5,0.3336518406867981,0.47673773765563965,0.11566190421581268,0.9999999552965164,0.0
68401,plus_y,y logical,Y,1.0,0,4,2.0,0.22187067568302155,0.6151418685913086,0.27115723490715027,0.9999999264255166,7.993605777301127e-15
68401,plus_y,y logical,Y,1.0,1,4,2.0,0.22685879468917847,0.7691425085067749,0.27115723490715027,1.0000000707805157,5.828670879282072e-15
68401,plus_y,y logical,Y,1.0,0,5,2.5,0.2422066032886505,0.626192569732666,0.35006919503211975,0.999999993480742,-8.881784197001252e-16
68401,plus_y,y logical,Y,1.0,1,5,2.5,-0.049035944044589996,0.4896911382675171,0.35006919503211975,1.0000001154839993,1.4988010832439613e-15
68401,plus_y,y logical,Y,1.0,0,6,3.0,0.1666187345981598,0.5276305675506592,0.3501893877983093,0.999999986961484,1.1102230246251565e-15
68401,plus_y,y logical,Y,1.0,1,6,3.0,0.11325620859861374,0.43405818939208984,0.3501893877983093,1.0000000707805157,-1.7763568394002505e-15
68401,plus_y,y logical,Y,1.0,0,7,3.5,0.06412612646818161,0.48095715045928955,0.15137243270874023,0.9999999031424522,-1.3600232051658168e-14
68401,plus_y,y logical,Y,1.0,1,7,3.5,0.24693842232227325,0.44231200218200684,0.15137243270874023,0.9999999785795808,-1.887379141862766e-15
68401,plus_y,y logical,Y,1.0,0,8,4.0,0.2507151663303375,0.35084331035614014,0.20162099599838257,1.0000000102445483,6.217248937900877e-15
