row_type,sequence,split,trajectory_index,step,outcome,teacher_native,action_source,p_g,hidden_json,raw_residual_json,physical_residual_json,metric,value,detail_json
fixed_teacher_trace,all_g,fixed_native,,10,g,True,frozen_teacher_native,0.9334987100548786,"[-0.13141751686335745, 0.16815749736841068, -0.18066309194186642, -0.36957795223770384, -0.1901416137767496, 0.3819450068568494, 0.22461860349483123, 0.20348605820762053, -0.3778227903913391, 0.2448033043546398]","[0.26774262551254496, 0.02249581944950745, -0.048192688757294426, 0.13935296147557746, 0.1080667435230889, 0.06406414309833697, 0.014133419784521782, 0.03421361722168021, -0.06964047748523651, -0.04703548598494925, 0.027878245904243003, 0.11896984860826518, 0.11343826071752579, 0.02301683077363886, 0.00677209394645014]","[0.5230461938878351, 0.04498405091702756, -0.09631082729308682, 0.2769157407957196, 0.21529603293012844, 0.12795328483456705, 0.028264957585520903, 0.06840054727980577, -0.1390562294985516, -0.09400166107605815, 0.05574205171239818, 0.2368234309637087, 0.22590833755842366, 0.04602553411622999, 0.006771990422770238]",,,
fixed_teacher_trace,all_g,fixed_native,,11,g,True,frozen_teacher_native,0.9222368359909862,"[-0.13096265535705523, 0.16843725696621067, -0.18071414001570343, -0.3692322897237934, -0.19092835936844998, 0.38233252281264757, 0.22629851763716416, 0.20274701182597357, -0.3778584410940244, 0.24507570352400437]","[0.2679920429637183, 0.0225125273211675, -0.04823748261845973, 0.13947896402057958, 0.10815551155633382, 0.06411292497672282, 0.014136181685388147, 0.03426355471755556, -0.0697133015675506, -0.04706427230541631, 0.027897719586842385, 0.11910672055860938, 0.11354100933069033, 0.023041183692286235, 0.006788551638256328]","[0.5235108809906944, 0.04501744974306269, -0.09640020707366055, 0.27716291048807157, 0.21547151001446643, 0.12805044895851436, 0.028270480283785943, 0.06850030528144452, -0.13920117284268074, -0.0940591064567953, 0.055780968802386914, 0.23709333223359486, 0.22611121056351421, 0.046074214132233414, 0.006788447357993445]",,,
fixed_teacher_trace,all_g,fixed_native,,12,g,True,frozen_teacher_native,0.9339119696866816,"[-0.13071578674048734, 0.16856291871849335, -0.1807594940531401, -0.36895138638394953, -0.19141946937691648, 0.3824762123552939, 0.22719093978184907, 0.2022516264976793, -0.3778286304532663, 0.24520892777965506]","[0.2681010189026939, 0.022519310881816565, -0.048257261154143936, 0.13953479277346786, 0.10819327307858322, 0.06413297854372618, 0.014135474029876936, 0.03428763396603767, -0.06974615120352448, -0.047074834626492694, 0.027905403847870484, 0.1191697205501889, 0.11358544848093331, 0.02305231923400457, 0.006797653280641695]","[0.5237138939054984, 0.04503100998860721, -0.0964396722064353, 0.27727242278418557, 0.21554615615980754, 0.12809039163289032, 0.028269065255535606, 0.06854840724529851, -0.13926655370197297, -0.09408018436543973, 0.055796325366299214, 0.2372175605717165, 0.22619895241891003, 0.04609647339051011, 0.006797548580385086]",,,
fixed_teacher_trace,all_g,fixed_native,,13,g,True,frozen_teacher_native,0.923217740151804,"[-0.13059024198874028, 0.16860943556289093, -0.18079422101505074, -0.36874605218205125, -0.1917156280206565, 0.38250945495429395, 0.2276390921053838, 0.2019321972243861, -0.37778299167588925, 0.24526826200649882]","[0.26814013661350233, 0.022521324414258814, -0.048264489422378445, 0.1395554257366653, 0.10820600002654913, 0.06413917011049944, 0.014133711304384677, 0.03429806102673125, -0.06975877736340148, -0.04707702598803112, 0.027907513497176257, 0.11919486751329193, 0.11360104192071882, 0.023056703893956327, 0.0068024458756471475]","[0.5237867640512802, 0.04503503501179687, -0.09645409512422376, 0.27731289546373505, 0.21557131437330374, 0.1281027239685689, 0.028265540508795543, 0.0685692368614658, -0.139291683556354, -0.09408455739010645, 0.05580054138075094, 0.2372671468129092, 0.22622974031747517, 0.046105238051079044, 0.006802340953784537]",,,
fixed_teacher_trace,all_g,fixed_native,,14,g,True,frozen_teacher_native,0.9339915424825466,"[-0.130531836502337, 0.16861870515381894, -0.18081867158053624, -0.3686058492049725, -0.19188818560138826, 0.3824990224587645, 0.22784689229556435, 0.20173306937026259, -0.3777410117175701, 0.2452904296864355]","[0.26814731650409046, 0.022521276952600356, -0.04826592216906469, 0.13955977798245442, 0.10820752084761381, 0.06413932361584417, 0.014131924381838877, 0.03430170687983623, -0.0697619161304381, -0.04707586882727823, 0.027907271294086475, 0.11920194782909468, 0.11360355618042497, 0.02305788357805507, 0.006804816583761253]","[0.523800138896574, 0.045034940136609636, -0.09645695395269635, 0.2773214326009967, 0.21557432067790885, 0.12810302971972035, 0.028261967377436355, 0.06857651999583823, -0.13929793063961088, -0.09408224819001289, 0.055800057351642035, 0.237281108137124, 0.22623470449570127, 0.0461075961653893, 0.006804711552163376]",,,
fixed_teacher_trace,all_g,fixed_native,,15,g,True,frozen_teacher_native,0.9237442937885448,"[-0.13050844797640807, 0.16861278477061423, -0.18083493955651994, -0.36851485311937837, -0.19198513767021932, 0.3824760576801927, 0.22793111491403856, 0.20161277132083305, -0.37770845206660875, 0.24529532887453181]","[0.26814189371684366, 0.022520509844861182, -0.04826503293025204, 0.1395575675486778, 0.10820480485833135, 0.06413732307182854, 0.014130472635289246, 0.03430227025808422, -0.0697611240851109, -0.04707375330492627, 0.027906248825067825, 0.11920132358722627, 0.11360099114436904, 0.02305771008840061, 0.006805886910346597]","[0.5237900372235442, 0.04503340669900799, -0.09645517961170899, 0.27731709673122534, 0.21556895180688992, 0.1280990450460285, 0.028259064464060693, 0.06857764542760202, -0.13929635423325903, -0.09407802650762954, 0.055798014005349936, 0.23727987722643004, 0.22622964006413918, 0.046107249370490724, 0.0068057818291804165]",,,
fixed_teacher_trace,all_g,fixed_native,,16,g,True,frozen_teacher_native,0.9340712392657786,"[-0.13050197709806252, 0.16860244757345097, -0.18084530725710413, -0.3684582160466542, -0.1920374154351927, 0.382453532884039, 0.2279560164685312, 0.2015423051297087, -0.3776854033467183, 0.24529322278712054]","[0.26813304096258733, 0.02251963133735493, -0.048263485406260465, 0.13955345163043764, 0.1082011017229177, 0.06413493916356043, 0.014129415704261714, 0.03430163614126967, -0.06975909459345966, -0.047071698389122056, 0.027905144174270733, 0.11919809379745604, 0.11359711578044555, 0.02305709065448241, 0.006806296994645749]","[0.5237735460799344, 0.045031650574770744, -0.0964520917622688, 0.2773090231570146, 0.21556163157544217, 0.12809429678797815, 0.028256951023993268, 0.06857637868503728, -0.13929231493898017, -0.09407392576932079, 0.05579580642330776, 0.23727350856584142, 0.22622198850321032, 0.04610601116105725, 0.006806191894483867]",,,
fixed_teacher_trace,all_g,fixed_native,,17,g,True,frozen_teacher_native,0.9243790820612271,"[-0.1305027704535935, 0.16859239600194162, -0.1808516814132013, -0.3684242652449556, -0.19206421653557934, 0.38243572228448275, 0.22795533808153362, 0.20150233148007535, -0.3776700472315813, 0.24528905277581392]","[0.2681246338552573, 0.0225188772099624, -0.04826199196535653, 0.13954943080873922, 0.10819774220060721, 0.06413286710996928, 0.014128698460485728, 0.03430069550057305, -0.06975700844103898, -0.04707005060474936, 0.027904217955966253, 0.1191945462622434, 0.1135935035130087, 0.023056429210848217, 0.0068063967711921945]","[0.5237578850283574, 0.04503014308458854, -0.09644911182699115, 0.27730113611040674, 0.21555499058157077, 0.12809016967953005, 0.028255516822770305, 0.0685744996153682, -0.1392881628716642, -0.09407063749168688, 0.05579395542838942, 0.23726651335331414, 0.22621485639682268, 0.04610468897680533, 0.006806291666408171]",,,
fixed_teacher_trace,all_g,fixed_native,,18,g,True,frozen_teacher_native,0.9341101589330446,"[-0.13050601486273103, 0.16858427513132035, -0.18085547518058193, -0.3684046402507314, -0.1920770439691405, 0.38242311740879315, 0.22794575873350928, 0.2014804421475828, -0.3776602777649103, 0.24528495193450098]","[0.26811795571694985, 0.022518307622886608, -0.04826079512676308, 0.13954619390719653, 0.10819513152921462, 0.0641312932587858, 0.014128236679217369, 0.034299821115224574, -0.0697552924620969, -0.04706885527655724, 0.027903528264099562, 0.11919154851629694, 0.11359065970979199, 0.02305587636761912, 0.006806368042036952]","[0.5237454447111902, 0.04502900448790213, -0.09644672371642074, 0.277294786756733, 0.21554982988839122, 0.12808703488800735, 0.028254593444564692, 0.06857275290050083, -0.13928474755939063, -0.09406825212406837, 0.055792577118123, 0.2372606022389702, 0.22620924155178349, 0.046103583877906536, 0.006806262938583818]",,,
fixed_teacher_trace,all_g,fixed_native,,19,g,True,frozen_teacher_native,0.9249372022981487,"[-0.13050953141295538, 0.16857832562458958, -0.18085766334736408, -0.368393716420477, -0.19208255264534285, 0.38241483569286505, 0.22793482484874586, 0.2014689427481954, -0.37765429969244313, 0.24528165923897097]","[0.2681131358113672, 0.022517909436016406, -0.048259925725947714, 0.13954383786347457, 0.10819327273245992, 0.06413018985996216, 0.014127952192301695, 0.034299132745329294, -0.06975402789104453, -0.04706804339348123, 0.0279030511373722, 0.11918930439226981, 0.11358861874794464, 0.023055465078172764, 0.006806299144680056]","[0.5237364659611332, 0.04502820851783868, -0.09644498895828765, 0.27729016524870614, 0.2155461554756014, 0.12808483714154448, 0.02825402458428715, 0.068571377779112, -0.13928223068355575, -0.09406663194996459, 0.0557916236072584, 0.23725617715351854, 0.22620521184580114, 0.046102761736112205, 0.0068061940444185745]",,,
fixed_teacher_trace,all_g,fixed_native,,20,g,True,frozen_teacher_native,,"[-0.13051249060978926, 0.16857423822047166, -0.18085888516233958, -0.36838788711705417, -0.19208445152856468, 0.38240970690786774, 0.22792545217689647, 0.20146321207019596, -0.3776507698441477, 0.24527928158049167]","[0.2681098722678489, 0.02251764604778516, -0.04825933383138415, 0.13954223248886638, 0.1081920263835584, 0.0641294589680651, 0.014127783894533966, 0.034298638218605224, -0.0697531589374262, -0.04706751871442037, 0.027902738269305838, 0.11918774521896615, 0.11358724255421726, 0.023055180562975775, 0.00680622884673285]","[0.5237303864637081, 0.045027682008388095, -0.09644380792192067, 0.2772870162172838, 0.21554369173024288, 0.12808338135308814, 0.028253688055926093, 0.0685703898882878, -0.13928050120486457, -0.09406558491313657, 0.05579099835805326, 0.23725310268966, 0.22620249466701278, 0.046102193008077996, 0.006806123749727836]",,,
fixed_teacher_trace,all_g,fixed_native,,21,g,True,frozen_teacher_native,,"[-0.13051470000302262, 0.16857156237677393, -0.18085954344433328, -0.368384931787891, -0.19208472110098307, 0.3824066977929854, 0.2279183783814211, 0.2014605613527937, -0.3776487577908507, 0.24527768236817069]","[0.26810776762920613, 0.02251747938900022, -0.04825895017549231, 0.13954119169699544, 0.10819122886328614, 0.06412899627086467, 0.014127688296194072, 0.03429830425653191, -0.06975259194093837, -0.047067193491629085, 0.02790254185705566, 0.11918671889301671, 0.11358635809742246, 0.023054993935009458, 0.006806171137459408]","[0.5237264658286302, 0.045027348859766655, -0.09644304239439283, 0.27728497464549656, 0.21554211521559313, 0.12808245975401533, 0.028253496897402735, 0.0685697227492614, -0.13927937271144325, -0.09406493590638405, 0.05579060583923063, 0.23725107892296324, 0.22620074838100035, 0.04610181995047444, 0.006806066043127657]",,,
fixed_teacher_trace,all_g,fixed_native,,22,g,True,frozen_teacher_native,,"[-0.13051623051661715, 0.16856987911863294, -0.1808598834486988, -0.36838353334375684, -0.19208436377838006, 0.38240502862500725, 0.22791343490434132, 0.20145947753495613, -0.3776476530326608, 0.24527666492973552]","[0.26810646505423763, 0.02251737797110851, -0.04825871152084249, 0.13954054440699512, 0.10819073859747456, 0.06412871476214924, 0.014127636347924268, 0.03429808921444316, -0.06975223740967575, -0.04706699943422767, 0.027902423242632843, 0.1191860722404422, 0.11358581239481025, 0.02305487671615979, 0.006806128626160838]","[0.523724039319126, 0.04502714612679325, -0.09644256619498223, 0.2772837049494612, 0.2155411460724022, 0.12808189904566597, 0.028253393021597167, 0.06856929317062392, -0.13927866708763112, -0.09406454865010823, 0.05579036879498335, 0.23724980381713054, 0.2261996709366318, 0.04610158563734164, 0.006806023533798306]",,,
fixed_teacher_trace,all_g,fixed_native,,23,g,True,frozen_teacher_native,,"[-0.13051723385214736, 0.1685688573363815, -0.1808600498032419, -0.3683829388684282, -0.19208385037322914, 0.3824041622659547, 0.22791016486692584, 0.20145914032288925, -0.3776470718702118, 0.2452760487284351]","[0.2681056887523157, 0.022517318503506058, -0.048258568524886705, 0.1395401567766376, 0.10819044824610244, 0.06412854983676144, 0.014127609578376128, 0.03429795623351457, -0.06975202406016234, -0.04706688791083608, 0.027902354236016023, 0.11918568030524637, 0.11358548815140268, 0.02305480588978312, 0.006806099406998526]","[0.5237225931797002, 0.04502702725187179, -0.09644228086808344, 0.27728294459042824, 0.21554057211420993, 0.12808157054768518, 0.028253339493185318, 0.06856902752138694, -0.1392782424579333, -0.09406432609671113, 0.05579023088914324, 0.2372490309772231, 0.22619903074495948, 0.046101444059853704, 0.006805994315989477]",,,
fixed_teacher_trace,all_g,fixed_native,,24,g,True,frozen_teacher_native,,"[-0.13051786226703155, 0.16856825789628377, -0.18086012512969576, -0.36838273451628784, -0.19208337644151013, 0.3824037520828003, 0.22790809490436656, 0.2014591244316725, -0.3776467820292132, 0.2452756932594644]","[0.26810524308462635, 0.022517284936019046, -0.048258485940637995, 0.13953993309801768, 0.1081902826036907, 0.06412845688757554, 0.014127596730340582, 0.0342978770067821, -0.06975190036092718, -0.04706682633092281, 0.02790231561693312, 0.11918545142387836, 0.11358530259615202, 0.02305476466583144, 0.006806080330651547]","[0.5237217629642846, 0.04502696015092564, -0.09644211608364811, 0.27728250583203307, 0.2155402446770665, 0.1280813854117228, 0.028253313802242202, 0.06856886925417219, -0.13927799625924625, -0.09406420320931676, 0.05579015371107926, 0.23724857965600937, 0.22619866438151057, 0.04610136165575779, 0.006805975240526141]",,,
fixed_teacher_trace,all_g,fixed_native,,25,g,True,frozen_teacher_native,,"[-0.130518239861756, 0.16856791827891418, -0.18086015506555633, -0.36838270284295527, -0.19208300393348599, 0.38240358620583953, 0.22790683415897997, 0.2014592218796558, -0.3776466477918308, 0.24527549891328482]","[0.268104997257973, 0.02251726676998817, -0.04825844006551542, 0.13953980899263835, 0.10819019185230008, 0.0641284067116232, 0.01412759121212532, 0.034297831520675795, -0.06975183138195887, -0.047066793861653876, 0.027902294925435032, 0.11918532280078305, 0.11358520061253449, 0.023054741588410112, 0.0068060683941316685]","[0.5237213050241669, 0.04502692383727903, -0.09644202454674689, 0.27728226239222775, 0.2155400652823293, 0.12808128547138206, 0.028253302768014132, 0.06856877838889021, -0.13927785897034842, -0.09406413841442406, 0.05579011236028463, 0.2372483260297118, 0.2261984630233117, 0.04610131552543874, 0.006805963304559177]",,,
fixed_teacher_trace,all_g,fixed_native,,26,g,True,frozen_teacher_native,,"[-0.13051845759106984, 0.16856773305755102, -0.1808601638771026, -0.36838273589527093, -0.19208273604728482, 0.38240354159737144, 0.2279060938114653, 0.2014593393383069, -0.37764659265625355, 0.24527539952327865]","[0.2681048678006977, 0.022517257425964388, -0.048258415690541914, 0.13953974315895554, 0.10819014443667109, 0.06412838100523739, 0.014127589318892454, 0.03429780641999826, -0.06975179457868119, -0.0470667777149129, 0.02790228441670071, 0.11918525355591439, 0.11358514714309946, 0.02305472922448159, 0.006806061205466641]","[0.5237210638636381, 0.045026905158703605, -0.09644197591015641, 0.2772821332556872, 0.2155399715524771, 0.12808123426946463, 0.028253298982304036, 0.06856872824654274, -0.13927778572075378, -0.09406410619237575, 0.055790091359170395, 0.23724818948875828, 0.22619835745234274, 0.04610129081072041, 0.006805956116227136]",,,
fixed_teacher_trace,all_g,fixed_native,,27,g,True,frozen_teacher_native,,"[-0.13051857766046893, 0.1685676364666298, -0.18086016388150747, -0.3683827842017756, -0.19208255459218285, 0.3824035505851875, 0.22790567492949876, 0.20145944086190629, -0.37764657515684574, 0.24527535338007866]","[0.26810480353390886, 0.022517252935936333, -0.04825840344041777, 0.1395397101502567, 0.10819012113801899, 0.06412836873464015, 0.014127589061442604, 0.03429779319008509, -0.06975177598896931, -0.04706677033166423, 0.027902279457190864, 0.11918521817794042, 0.11358512075916163, 0.02305472294952069, 0.0068060570343514305]","[0.5237209441437265, 0.045026896183199085, -0.09644195146687765, 0.27728206850723247, 0.2155399254963711, 0.12808120982891846, 0.02825329846750709, 0.06856870181781774, -0.1392777487216344, -0.09406409145854211, 0.05579008144786902, 0.23724811972846482, 0.2261983053594432, 0.04610127826746679, 0.0068059519453051364]",,,
fixed_teacher_trace,all_g,fixed_native,,28,g,True,frozen_teacher_native,,"[-0.13051864044684525, 0.16856758891343754, -0.18086016095451832, -0.3683828279393871, -0.1920824371696893, 0.382403578305195, 0.22790544740565818, 0.20145951717119454, -0.3776465738334235, 0.24527533540433366]","[0.2681047742333054, 0.022517250994209606, -0.0482583977469673, 0.13953969486508125, 0.108190110678402, 0.06412836349499469, 0.01412758943009295, 0.034297786612705314, -0.06975176728716709, -0.04706676741032501, 0.02790227737686447, 0.11918520134326877, 0.11358510884431533, 0.023054719994201306, 0.006806054706829635]","[0.523720889560857, 0.04502689230171398, -0.09644194010645424, 0.27728203852448446, 0.21553990482010071, 0.12808119939260523, 0.028253299204660645, 0.0685686886785205, -0.13927773140243, -0.09406408562878776, 0.05579007729045377, 0.23724808653290524, 0.22619828183456614, 0.046101272359968526, 0.006805949617891154]",,,
fixed_teacher_trace,all_g,fixed_native,,29,g,True,frozen_teacher_native,,"[-0.13051867102870116, 0.16856756737172496, -0.18086015764716867, -0.3683828612898882, -0.1920823640325432, 0.3824036083657578, 0.22790532968267999, 0.2014595699556943, -0.3776465782241246, 0.2452753312123991]","[0.26810476271283695, 0.022517250312070042, -0.04825839542387795, 0.13953968867108707, 0.10819010668656179, 0.06412836171254384, 0.014127589950684524, 0.03429778360628988, -0.06975176369130064, -0.04706676660200087, 0.02790227669711086, 0.11918519418479927, 0.11358510424799052, 0.023054718761309954, 0.006806053464400419]","[0.5237208680998577, 0.04502689093812634, -0.09644193547107911, 0.27728202637460975, 0.21553989692914566, 0.12808119584232389, 0.028253300245636014, 0.06856868267275722, -0.1392777242455739, -0.09406408401571552, 0.055790075932004426, 0.2372480724174294, 0.22619827275950352, 0.046101269895495976, 0.006805948375519488]",,,
