evaluation_seed,window_index,history_start_window,truth_regime,family,prediction,p_normal,p_burst,p_leakage,p_calibration_shift,deployable_trace_sha256,truth_trace_sha256
20261231,22,15,calibration_shift,causal_tcn,calibration_shift,0.009466598784078958,0.03384550546182124,0.011487681996685692,0.945200213757414,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,23,16,calibration_shift,causal_tcn,calibration_shift,0.0026068714386942803,0.009341281996443905,0.005656927533236802,0.982394919031625,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,24,17,calibration_shift,causal_tcn,calibration_shift,0.001659318301337901,0.002468502011803219,0.003126871796609782,0.9927453078902491,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,25,18,normal,causal_tcn,calibration_shift,0.017145225696623034,0.0032099415732815056,0.0032659633466828385,0.9763788693834127,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,26,19,normal,causal_tcn,normal,0.5223381351794814,0.00561406792374663,0.011713891388858918,0.46033390550791303,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,27,20,normal,causal_tcn,normal,0.9759774527299763,0.0003114304304463844,0.0034035625885394574,0.02030755425103803,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,28,21,normal,causal_tcn,normal,0.9915700265700313,9.494005109345016e-05,0.002042760880710359,0.006292272498164958,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,29,22,normal,causal_tcn,normal,0.9751861919007779,0.0020548856181456026,0.018745010534929513,0.004013911946146932,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,30,23,normal,causal_tcn,normal,0.9925853491295019,0.0009223742326006053,0.003595776586299792,0.0028965000515974756,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,31,24,normal,causal_tcn,normal,0.9936222118378202,0.0013152939032762842,0.0032382458935666524,0.0018242483653367933,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,32,25,normal,causal_tcn,normal,0.9042559953256769,0.08169727650123511,0.004607488095450351,0.009439240077637676,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,33,26,normal,causal_tcn,normal,0.9753457077512485,0.018389384092755916,0.0021497309539354227,0.004115177202060065,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,34,27,normal,causal_tcn,normal,0.8283079810325451,0.13461684341949617,0.012474023928132988,0.024601151619825644,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,35,28,normal,causal_tcn,normal,0.96897091248204,0.01532795758964408,0.005156254542396959,0.010544875385918969,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,36,29,normal,causal_tcn,normal,0.9469800868084584,0.022196870082506627,0.012847178481386766,0.01797586462764829,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,37,30,burst,causal_tcn,normal,0.8616991467237605,0.11373062949067257,0.014879298841181977,0.009690924944384751,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,38,31,burst,causal_tcn,normal,0.5983101107499735,0.354531234929346,0.025083841848379525,0.022074812472301007,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,39,32,burst,causal_tcn,burst,0.23287068123297155,0.6787499920338284,0.03173293365398296,0.05664639307921713,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,40,33,burst,causal_tcn,burst,0.04006282967967515,0.8778829145234771,0.07177341734616198,0.010280838450685698,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,41,34,burst,causal_tcn,burst,0.015149041861801589,0.9212442972356986,0.05529294040536351,0.008313720497136422,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,42,35,burst,causal_tcn,burst,0.013607902080597893,0.9615530188215123,0.012769433298669627,0.012069645799220163,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,43,36,burst,causal_tcn,burst,0.025175429034789334,0.8400127339520994,0.048944167561665676,0.08586766945144571,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,44,37,burst,causal_tcn,burst,0.04018355600854805,0.9166976213797682,0.019938673809488452,0.023180148802195225,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,45,38,burst,causal_tcn,burst,0.020074699312569517,0.9404445024022378,0.022787509089017558,0.016693289196175205,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,46,39,burst,causal_tcn,burst,0.004455817556613395,0.9767069930612193,0.016033960490519653,0.0028032288916475722,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,47,40,calibration_shift,causal_tcn,burst,0.038418419673309945,0.865535546296793,0.017718112128349017,0.07832792190154812,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,48,41,calibration_shift,causal_tcn,calibration_shift,0.06086432475489684,0.24632107791447885,0.02888906468018471,0.6639255326504395,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,49,42,calibration_shift,causal_tcn,calibration_shift,0.013443977025747093,0.06208317170544398,0.011555838829156714,0.9129170124396522,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,50,43,calibration_shift,causal_tcn,calibration_shift,0.042360653470101456,0.06243631777946372,0.02056470167150861,0.8746383270789261,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,51,44,calibration_shift,causal_tcn,calibration_shift,0.02088810063083173,0.027355708772047873,0.015533071352154258,0.9362231192449662,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,52,45,calibration_shift,causal_tcn,calibration_shift,0.08653404223178886,0.040057082883136946,0.029005080873157882,0.8444037940119165,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,53,46,calibration_shift,causal_tcn,calibration_shift,0.00740347658438739,0.0018713498586651275,0.0026332767068619266,0.9880918968500856,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,54,47,calibration_shift,causal_tcn,calibration_shift,0.03214863975283761,0.00906462491335774,0.00894941840545097,0.9498373169283537,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,55,48,calibration_shift,causal_tcn,calibration_shift,0.003068071941719457,0.0016827717662398357,0.002669541406531584,0.9925796148855092,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,56,49,calibration_shift,causal_tcn,calibration_shift,0.021695916629093783,0.006067927355604778,0.00706257092643271,0.9651735850888687,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,57,50,calibration_shift,causal_tcn,calibration_shift,0.023550383776639903,0.01623352195225818,0.030564395504125465,0.9296516987669765,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,58,51,calibration_shift,causal_tcn,calibration_shift,0.0015403130859029327,0.008565480300062534,0.00577964854823014,0.9841145580658044,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,59,52,calibration_shift,causal_tcn,calibration_shift,0.0014892812811322107,0.006302399849932632,0.0032005390784061206,0.989007779790529,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,60,53,calibration_shift,causal_tcn,calibration_shift,0.0019445314745186776,0.00346587615353555,0.002644398053614172,0.9919451943183315,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,61,54,calibration_shift,causal_tcn,calibration_shift,0.02300576853793621,0.005736824675523399,0.00493222149315135,0.9663251852933891,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,62,55,calibration_shift,causal_tcn,calibration_shift,0.008593795783425277,0.003003540780136195,0.002928176892855005,0.9854744865435835,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,63,56,calibration_shift,causal_tcn,calibration_shift,0.003252540654068323,0.002565375040737579,0.00249157929623475,0.9916905050089594,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,64,57,calibration_shift,causal_tcn,calibration_shift,0.004190488566184737,0.00405035791304713,0.0045558560090002125,0.987203297511768,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,65,58,calibration_shift,causal_tcn,calibration_shift,0.020358173820137618,0.021741053423850656,0.017418282684781055,0.9404824900712307,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,66,59,calibration_shift,causal_tcn,calibration_shift,0.007117090852166679,0.038646203421092436,0.013205602637022322,0.9410311030897185,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,67,60,calibration_shift,causal_tcn,calibration_shift,0.0065594718301523695,0.012021718476771873,0.009794014840101596,0.971624794852974,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,68,61,calibration_shift,causal_tcn,calibration_shift,0.011284571412388977,0.01049417363770082,0.006750168739871974,0.9714710862100382,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,69,62,calibration_shift,causal_tcn,calibration_shift,0.035860647601846346,0.017129148259865126,0.015018935072579934,0.9319912690657085,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,70,63,burst,causal_tcn,calibration_shift,0.023136883094489552,0.032331401931933235,0.01671350916522585,0.9278182058083514,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,71,64,burst,causal_tcn,calibration_shift,0.011322571612626774,0.3663171909622918,0.038767874844860245,0.5835923625802211,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,72,65,burst,causal_tcn,calibration_shift,0.018813250588092332,0.3871649884319618,0.1658891985781183,0.4281325624018275,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,73,66,burst,causal_tcn,burst,0.11166521234939253,0.44534746022483945,0.10358020764423037,0.3394071197815377,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,74,67,burst,causal_tcn,calibration_shift,0.05977912042660129,0.40613438744027686,0.040439772441783414,0.4936467196913385,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,75,68,burst,causal_tcn,calibration_shift,0.05706302985055954,0.3906169586086679,0.03995924355943748,0.5123607679813349,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,76,69,burst,causal_tcn,calibration_shift,0.05680642346290477,0.35170074991129396,0.02799070538026408,0.5635021212455372,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,77,70,burst,causal_tcn,burst,0.04263258018647371,0.8915050806880545,0.03616295706731555,0.029699382058156334,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,78,71,burst,causal_tcn,burst,0.06180065590750466,0.8960892939328846,0.021432514423896817,0.020677535735713952,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,79,72,burst,causal_tcn,normal,0.5659413408267753,0.3517539673979214,0.027250148327978566,0.055054543447324605,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,80,73,burst,causal_tcn,burst,0.031663381607604686,0.9448958390433723,0.014517806652739869,0.008922972696283183,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,81,74,burst,causal_tcn,burst,0.1156521538512523,0.8290166310078245,0.04398274877106165,0.011348466369861407,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,82,75,burst,causal_tcn,burst,0.1689822297336065,0.7098173349082452,0.10570173012283293,0.015498705235315408,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,83,76,burst,causal_tcn,burst,0.30740520853234765,0.35183432161123374,0.22174889976579062,0.11901157009062795,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,84,77,burst,causal_tcn,normal,0.8737549494060826,0.050450094260138495,0.0603756097688646,0.015419346564914437,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,85,78,burst,causal_tcn,normal,0.9543361266391591,0.005102248762272867,0.019999076185369044,0.02056254841319914,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,86,79,burst,causal_tcn,normal,0.9639446724192541,0.0039638002269363655,0.014968979923927426,0.01712254742988228,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,87,80,burst,causal_tcn,normal,0.8270149236556708,0.04736242078348513,0.04371279405552577,0.08190986150531822,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,88,81,burst,causal_tcn,normal,0.5888205405499722,0.23412570865783114,0.16968966868453703,0.007364082107659675,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,89,82,burst,causal_tcn,normal,0.7559794078285864,0.1692468627262179,0.04308645752227083,0.031687271922924934,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,90,83,burst,causal_tcn,burst,0.06107180530476398,0.8443914929567378,0.07880940185791832,0.015727299880580112,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,91,84,burst,causal_tcn,burst,0.01662578423402891,0.9214893512339098,0.030456363071247893,0.031428501460813184,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,92,85,burst,causal_tcn,burst,0.008048919407077807,0.9788276453715327,0.00941307741875562,0.003710357802633951,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,93,86,normal,causal_tcn,burst,0.10388325614591139,0.8522626421611891,0.01576868457963682,0.028085417113262658,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,94,87,normal,causal_tcn,normal,0.6158896779678157,0.2587226976437937,0.062131305454548556,0.06325631893384207,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,95,88,normal,causal_tcn,calibration_shift,0.25342833350217775,0.189090291736289,0.02962571221750542,0.5278556625440278,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,96,89,normal,causal_tcn,normal,0.6568833969583332,0.07499147825114648,0.03484360431517037,0.2332815204753499,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,97,90,normal,causal_tcn,normal,0.8645625951118565,0.06749280376651944,0.03055093576225129,0.03739366535937278,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,98,91,normal,causal_tcn,normal,0.8345359591549246,0.1184964312687392,0.02287785023949112,0.024089759336845,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,99,92,normal,causal_tcn,burst,0.2655920238500368,0.43996979644066764,0.2828586613803087,0.011579518328986871,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
20261231,100,93,normal,causal_tcn,burst,0.15308958341867934,0.7884701612092418,0.056269693670688584,0.0021705617013901396,b58c88b60c0ce97e38eff92b387278588ce1759527fa171b40be4c938e3573ea,8a25fbdfce969dfa60f15cfac897bda702b8e4a31d5c191125e0ea2fc2b5216c
