row_type,item_id,lane_or_scenario,strategy,metric,value,status_or_scope,passed,source_task,source_artifact_sha256
parent_gate,T5.1.5:protocol_cycle_and_microsecond_lifetimes_are_both_reported,,,protocol_cycle_and_microsecond_lifetimes_are_both_reported,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:all_six_cycle_to_wallclock_ordering_reversals_are_retained,,,all_six_cycle_to_wallclock_ordering_reversals_are_retained,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:protocol_measurement_reset_and_active_gate_counts_are_explicit,,,protocol_measurement_reset_and_active_gate_counts_are_explicit,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:idle_probe_is_zero_cost_and_not_ranked_at_700us,,,idle_probe_is_zero_cost_and_not_ranked_at_700us,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:ten_matched_controller_rows_report_cycle_us_events_and_cost,,,ten_matched_controller_rows_report_cycle_us_events_and_cost,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:controller_e_outcomes_are_not_substituted_for_resets,,,controller_e_outcomes_are_not_substituted_for_resets,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:controller_classical_latency_remains_unmeasured,,,controller_classical_latency_remains_unmeasured,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:two_cycle_control_reference_is_excluded_from_ten_cycle_lane,,,two_cycle_control_reference_is_excluded_from_ten_cycle_lane,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:six_host_profiles_are_estimator_only_and_below_software_ceiling,,,six_host_profiles_are_estimator_only_and_below_software_ceiling,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:configured_latency_is_labelled_assumption_not_measurement,,,configured_latency_is_labelled_assumption_not_measurement,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:all_target_board_and_physical_frontend_latency_fields_remain_null,,,all_target_board_and_physical_frontend_latency_fields_remain_null,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:no_cross_lane_latency_or_performance_aggregate_exists,,,no_cross_lane_latency_or_performance_aggregate_exists,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:t5_1_4_fallback_claim_scope_is_preserved,,,t5_1_4_fallback_claim_scope_is_preserved,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:semantic_validator_accepts_only_complete_lane_local_report,,,semantic_validator_accepts_only_complete_lane_local_report,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_gate,T5.1.5:report_is_read_only_without_new_performance_sampling,,,report_is_read_only_without_new_performance_sampling,True,,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:0,,,docs/t5_1_5_time_cost_fairness_source_data.csv,e0c49c0e256f2b2e5d447204cdd2dbcb1629e73842a9d13e41419d04bfd53c5c,e0c49c0e256f2b2e5d447204cdd2dbcb1629e73842a9d13e41419d04bfd53c5c,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:1,,,docs/t3_2_8_autonomous_sbs_wallclock_validation.json,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:2,,,docs/t5_1_1_comparison_set_registry.json,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:3,,,docs/t4_4_4_teacher_student_gain_retention.json,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:4,,,docs/t4_1_1_slow_loop_model_selection_validation.json,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:5,,,docs/t2_4_1_dual_latency_budget_validation.json,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
file_binding,T5.1.5:6,,,docs/t5_1_4_algorithm_branch_verdict.json,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2,True,T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
parent_artifact,T4.3.3,,,,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G01,,,G01,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G02,,,G02,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G03,,,G03,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G04,,,G04,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G05,,,G05,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G06,,,G06,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G07,,,G07,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G08,,,G08,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G09,,,G09,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G10,,,G10,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G11,,,G11,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G12,,,G12,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G13,,,G13,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G14,,,G14,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G15,,,G15,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G16,,,G16,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_gate,T4.3.3:G17,,,G17,True,,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
file_binding,T4.3.3:0,,,docs/t4_3_3_closed_loop_fault_recovery_source_data.csv,da04ad2728b71774ac545eae7394019eca3916c7706ee3d28bcfc4bc718bae73,da04ad2728b71774ac545eae7394019eca3916c7706ee3d28bcfc4bc718bae73,True,T4.3.3,b692bc6599652e97df1cd6aba26e80dc4cf028584735023e0026f2d9fcaa7b77
parent_artifact,T4.2.3,,,,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:all_sixteen_registered_scenarios_are_complete,,,all_sixteen_registered_scenarios_are_complete,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:all_fourteen_health_and_integrity_flags_are_exercised,,,all_fourteen_health_and_integrity_flags_are_exercised,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:every_blocking_fault_enters_frame_hold_fallback,,,every_blocking_fault_enters_frame_hold_fallback,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:blocking_faults_never_accept_map_or_update_frames,,,blocking_faults_never_accept_map_or_update_frames,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:leakage_uses_hold_reset_and_ack_without_map_mutation,,,leakage_uses_hold_reset_and_ack_without_map_mutation,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:ood_threshold_is_inclusive_at_192_and_fails_at_193,,,ood_threshold_is_inclusive_at_192_and_fails_at_193,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:parameter_age_64_is_current_and_65_is_stale,,,parameter_age_64_is_current_and_65_is_stale,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:input_crc_image_crc_and_sha_faults_are_distinct,,,input_crc_image_crc_and_sha_faults_are_distinct,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:all_eight_registered_versions_commit_monotonically,,,all_eight_registered_versions_commit_monotonically,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:rollback_unknown_and_mismatched_versions_preserve_trusted_bank,,,rollback_unknown_and_mismatched_versions_preserve_trusted_bank,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:deadline_missing_map_alignment_and_ack_faults_are_traced,,,deadline_missing_map_alignment_and_ack_faults_are_traced,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:simultaneous_fault_mask_and_reason_trace_preserve_every_flag,,,simultaneous_fault_mask_and_reason_trace_preserve_every_flag,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:fallback_clear_requires_one_recovering_then_second_good_cycle,,,fallback_clear_requires_one_recovering_then_second_good_cycle,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:fault_and_per_reason_counters_reach_uint8_saturation,,,fault_and_per_reason_counters_reach_uint8_saturation,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:healthy_path_accepts_map_and_updates_both_axes,,,healthy_path_accepts_map_and_updates_both_axes,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:map_plus_health_event_latency_is_exactly_six_cycles,,,map_plus_health_event_latency_is_exactly_six_cycles,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:health_pipeline_has_initiation_interval_one,,,health_pipeline_has_initiation_interval_one,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:replay_is_bit_deterministic,,,replay_is_bit_deterministic,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:online_contract_contains_no_truth_or_hidden_fields,,,online_contract_contains_no_truth_or_hidden_fields,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_gate,T4.2.3:resource_and_hardware_fields_remain_non_measured,,,resource_and_hardware_fields_remain_non_measured,True,,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
file_binding,T4.2.3:0,,,docs/t4_2_3_conservative_fallback_source_data.csv,c6cd7455de7d763ad10659b06d07f4b10dd9bb959aa10b462dcfe19a693a9086,c6cd7455de7d763ad10659b06d07f4b10dd9bb959aa10b462dcfe19a693a9086,True,T4.2.3,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162
parent_artifact,T4.4.3,,,,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:teacher_and_hidden_analysis_parents_are_current_passes,,,teacher_and_hidden_analysis_parents_are_current_passes,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:training_validation_evaluation_splits_are_disjoint_and_complete,,,training_validation_evaluation_splits_are_disjoint_and_complete,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:one_two_four_dimensions_and_three_restarts_are_fully_retained,,,one_two_four_dimensions_and_three_restarts_are_fully_retained,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_candidates_match_exact_parameter_and_resource_counts,,,all_candidates_match_exact_parameter_and_resource_counts,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_candidate_parameter_tensors_receive_finite_nonzero_gradient,,,all_candidate_parameter_tensors_receive_finite_nonzero_gradient,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:every_candidate_changes_from_its_fresh_initializer,,,every_candidate_changes_from_its_fresh_initializer,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:restart_and_dimension_selection_are_validation_only,,,restart_and_dimension_selection_are_validation_only,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:selected_student_reduces_evaluation_zero_mse_by_required_fraction,,,selected_student_reduces_evaluation_zero_mse_by_required_fraction,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:selected_student_beats_latest_only_and_legacy_students_on_evaluation,,,selected_student_beats_latest_only_and_legacy_students_on_evaluation,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:all_selected_actions_obey_fifteen_hard_bounds,,,all_selected_actions_obey_fifteen_hard_bounds,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:json_artifact_roundtrip_matches_torch_candidate,,,json_artifact_roundtrip_matches_torch_candidate,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:pure_numpy_runtime_replay_is_exact_and_fail_closed,,,pure_numpy_runtime_replay_is_exact_and_fail_closed,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:online_module_has_no_torch_physics_or_teacher_dependency,,,online_module_has_no_torch_physics_or_teacher_dependency,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:source_data_contains_every_epoch_checkpoint_split_and_candidate,,,source_data_contains_every_epoch_checkpoint_split_and_candidate,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:cap_hits_and_nonconvergence_claims_are_explicit,,,cap_hits_and_nonconvergence_claims_are_explicit,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_gate,T4.4.3:claim_boundary_keeps_imitation_separate_from_physical_gain,,,claim_boundary_keeps_imitation_separate_from_physical_gain,True,,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
file_binding,T4.4.3:0,,,docs/t4_4_3_low_dimensional_student_source_data.csv,74a7ebfc224b79c0b2b874632783684d55971eff486ed1e5dc22f5554bed73ff,74a7ebfc224b79c0b2b874632783684d55971eff486ed1e5dc22f5554bed73ff,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
file_binding,T4.4.3:1,,,docs/t4_4_3_low_dimensional_student_candidates.pt,dd8ab3aa3cfbde8b186214e209c0abd037230e5958eca86ff2c1e2fb2e504a7c,dd8ab3aa3cfbde8b186214e209c0abd037230e5958eca86ff2c1e2fb2e504a7c,True,T4.4.3,1bb56e2d4c8839c4f25e91ece8f404427a1917114bc5e9c69249e92cd7ada26a
parent_artifact,T5.1.4,,,,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:all_parent_evidence_is_passed_and_current,,,all_parent_evidence_is_passed_and_current,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:exactly_one_branch_is_active,,,exactly_one_branch_is_active,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:strong_branch_equals_all_predicates,,,strong_branch_equals_all_predicates,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:fallback_automatically_activates_on_failure,,,fallback_automatically_activates_on_failure,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:matched_learned_candidate_absence_is_retained,,,matched_learned_candidate_absence_is_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:zero_holm_discoveries_are_retained,,,zero_holm_discoveries_are_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:calibration_shift_transient_counterevidence_is_retained,,,calibration_shift_transient_counterevidence_is_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:cnn_performance_claim_is_removed_in_fallback,,,cnn_performance_claim_is_removed_in_fallback,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:teacher_student_controller_evidence_is_not_decoder_evidence,,,teacher_student_controller_evidence_is_not_decoder_evidence,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:historical_t24_claim_is_quarantined,,,historical_t24_claim_is_quarantined,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:fallback_prerequisites_pass,,,fallback_prerequisites_pass,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
