row_type,item_id,task_id,metric,observed_value,threshold_or_role,passed,branch_id,statement,source_artifact_sha256
parent_gate,T5.1.1:student_claim_remains_qualified_not_hardware,T5.1.1,student_claim_remains_qualified_not_hardware,True,,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:knill_and_psteane_are_explicitly_excluded_from_main_ranking,T5.1.1,knill_and_psteane_are_explicitly_excluded_from_main_ranking,True,,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:t5_1_2_matrix_is_preregistered_not_falsely_executed,T5.1.1,t5_1_2_matrix_is_preregistered_not_falsely_executed,True,,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:0:source_data,T5.1.1,docs\t5_1_1_comparison_set_registry_source_data.csv,00646a9418b215c79e8d63a7cf719bee71f39d90722a6b906331d467c2af0ff3,00646a9418b215c79e8d63a7cf719bee71f39d90722a6b906331d467c2af0ff3,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:1:artifact_binding:0,T5.1.1,docs/t3_1_1_standard_binning_validation.json,5911b302ec4bcb19264f8ee6e8301078ba5f104470c4f22d2e92be7a109c0bd2,5911b302ec4bcb19264f8ee6e8301078ba5f104470c4f22d2e92be7a109c0bd2,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:2:artifact_binding:1,T5.1.1,docs/t3_1_2_static_map_validation.json,5c5135800d4fbbc36436979b86698e5378dee45d8dcbdc387076ebb164fa8585,5c5135800d4fbbc36436979b86698e5378dee45d8dcbdc387076ebb164fa8585,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:3:artifact_binding:2,T5.1.1,docs/t3_1_3_oracle_validation.json,d539acf3beb2b06e4329a1140b9d80efec630905c7d50d9aa5055deb008324a9,d539acf3beb2b06e4329a1140b9d80efec630905c7d50d9aa5055deb008324a9,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:4:artifact_binding:3,T5.1.1,docs/t3_1_5_topk_map_validation.json,aac5cb70cf63cb238b2abd8f75d52b96dcda72c86a4e0e899cb9e30e05aec2ec,aac5cb70cf63cb238b2abd8f75d52b96dcda72c86a4e0e899cb9e30e05aec2ec,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:5:artifact_binding:4,T5.1.1,docs/t3_2_10_exponential_recurrence_validation.json,120171277b57267cd68f492e5a804b5ce5b5c54aa3ee7bc8517ed2f3a52fb8d7,120171277b57267cd68f492e5a804b5ce5b5c54aa3ee7bc8517ed2f3a52fb8d7,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:6:artifact_binding:5,T5.1.1,docs/t3_2_1_memory_bayesian_validation.json,cd4be868e90210180ad8790432b7da1f6b4463bb3f69f4c2c254c9e0dd8da9c9,cd4be868e90210180ad8790432b7da1f6b4463bb3f69f4c2c254c9e0dd8da9c9,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:7:artifact_binding:6,T5.1.1,docs/t3_2_2_continuous_adaptive_map_validation.json,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:8:artifact_binding:7,T5.1.1,docs/t3_2_3_sliding_window_validation.json,04c4f8f304542dca10fb4889c5571b2c9742767a19c6a6f362162cbb2bdd69fb,04c4f8f304542dca10fb4889c5571b2c9742767a19c6a6f362162cbb2bdd69fb,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:9:artifact_binding:8,T5.1.1,docs/t3_2_5_run_length_fsm_validation.json,15112a68970b184788a9a37002b1026a8268250767782b15fc0ee478cfbb8988,15112a68970b184788a9a37002b1026a8268250767782b15fc0ee478cfbb8988,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:10:artifact_binding:9,T5.1.1,docs/t3_2_6_regime_hmm_validation.json,846885105ffdb3ea8499750da30d5966d8ebe31b33127bd120e0fe272e37cf61,846885105ffdb3ea8499750da30d5966d8ebe31b33127bd120e0fe272e37cf61,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:11:artifact_binding:10,T5.1.1,docs/t3_2_7_latest_outcome_markovian_validation.json,3213b988cef743551a229cfeecfb4e588a959f12d32e4a8cf70d2361b152278d,3213b988cef743551a229cfeecfb4e588a959f12d32e4a8cf70d2361b152278d,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:12:artifact_binding:11,T5.1.1,docs/t3_2_8_autonomous_sbs_wallclock_validation.json,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:13:artifact_binding:12,T5.1.1,docs/t3_2_9_trajectory_lookup_control_oracle.json,604df4fb818a4ffd4c7c91d913742cee979f1021467f999af6a16c2a60734d7a,604df4fb818a4ffd4c7c91d913742cee979f1021467f999af6a16c2a60734d7a,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:14:artifact_binding:13,T5.1.1,docs/t4_4_1_bounded_residual_rnn_teacher_validation.json,c71094493a63f7a3b1287d28c0a1b71d3ce7a03e16a281a27967a87a65669d53,c71094493a63f7a3b1287d28c0a1b71d3ce7a03e16a281a27967a87a65669d53,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:15:artifact_binding:14,T5.1.1,docs/t4_4_4_teacher_student_gain_retention.json,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:16:artifact_binding:15,T5.1.1,docs/t4_4_5_teacher_student_branch_freeze.json,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:17:implementation_binding:0,T5.1.1,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:18:implementation_binding:1,T5.1.1,cnn_fpga/benchmark/standard_binning_baseline.py,c79e52cd319a14f389cdd1e5baced884d786c4ec033b88d3cb5b1f4be2ec51db,c79e52cd319a14f389cdd1e5baced884d786c4ec033b88d3cb5b1f4be2ec51db,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:19:implementation_binding:2,T5.1.1,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:20:implementation_binding:3,T5.1.1,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:21:implementation_binding:4,T5.1.1,cnn_fpga/benchmark/static_map_baseline.py,6bb4c1705907476adbbe8487111b5f5123e6d984e9c0ec6620609ad335d7d3af,6bb4c1705907476adbbe8487111b5f5123e6d984e9c0ec6620609ad335d7d3af,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:22:implementation_binding:5,T5.1.1,cnn_fpga/benchmark/topk_lattice_coset_map.py,448dc05ad4c86b9b74d2b37a8e077546d09a676f4f4aeca665a8035e4ff17ead,448dc05ad4c86b9b74d2b37a8e077546d09a676f4f4aeca665a8035e4ff17ead,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:23:implementation_binding:6,T5.1.1,cnn_fpga/benchmark/oracle_baseline.py,72f40b4fe9d1cbea6a33ab55c75b24f240e071611e8a98feef0a7058b0ca2f19,72f40b4fe9d1cbea6a33ab55c75b24f240e071611e8a98feef0a7058b0ca2f19,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:24:implementation_binding:7,T5.1.1,physics/finite_energy_trends.py,b3943ba9308cf2a7c329d5191c84c9a8852c6a0116ce60105d24a42c35f350fd,b3943ba9308cf2a7c329d5191c84c9a8852c6a0116ce60105d24a42c35f350fd,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:25:implementation_binding:8,T5.1.1,cnn_fpga/benchmark/memory_assisted_bayesian_decoder.py,3078fb39e219a8e77de12c0e6da49fda30ece2131a33768a63b6d0ca2fa18279,3078fb39e219a8e77de12c0e6da49fda30ece2131a33768a63b6d0ca2fa18279,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:26:implementation_binding:9,T5.1.1,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:27:implementation_binding:10,T5.1.1,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:28:implementation_binding:11,T5.1.1,cnn_fpga/benchmark/sliding_window_syndrome_estimator.py,3a172d3f909b5cd347ba9f17ff89bfb1a16934887cd5e596dbb54e381de436a7,3a172d3f909b5cd347ba9f17ff89bfb1a16934887cd5e596dbb54e381de436a7,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:29:implementation_binding:12,T5.1.1,cnn_fpga/benchmark/run_length_fsm_baseline.py,643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8,643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:30:implementation_binding:13,T5.1.1,cnn_fpga/benchmark/regime_hmm_baseline.py,29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc,29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:31:implementation_binding:14,T5.1.1,cnn_fpga/benchmark/latest_outcome_markovian_baseline.py,799378876d5d4d35945a682f4bde905455f0fd044a0dee00e68825a513124492,799378876d5d4d35945a682f4bde905455f0fd044a0dee00e68825a513124492,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:32:implementation_binding:15,T5.1.1,cnn_fpga/benchmark/exponential_recurrence_baseline.py,c652145865938b797e00f6847d1e2b544a80f5822d0d753d9e48d5ce207fe8b2,c652145865938b797e00f6847d1e2b544a80f5822d0d753d9e48d5ce207fe8b2,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:33:implementation_binding:16,T5.1.1,cnn_fpga/benchmark/bounded_residual_rnn_teacher.py,948f411bc80148c97db994a1da26a4281b2ec34bc252a3e064647f1c81e27243,948f411bc80148c97db994a1da26a4281b2ec34bc252a3e064647f1c81e27243,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:34:implementation_binding:17,T5.1.1,cnn_fpga/benchmark/low_dimensional_student_distillation.py,6f72ac2b1ec68013e06e6a9960f3a6ccee13c71e584a68362588430f0dde65de,6f72ac2b1ec68013e06e6a9960f3a6ccee13c71e584a68362588430f0dde65de,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:35:implementation_binding:18,T5.1.1,cnn_fpga/benchmark/trajectory_lookup_control_oracle.py,fd6fed6e69bd66d1dc2543ba2fc54cc23208e7b61f63710ac5d7edf6131a8924,fd6fed6e69bd66d1dc2543ba2fc54cc23208e7b61f63710ac5d7edf6131a8924,True,event_aware_adaptive_map_fpga_codesign,,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_artifact,T5.1.2,T5.1.2,,True,,True,event_aware_adaptive_map_fpga_codesign,"machine gates, file bindings and composite implementation current",0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:exact_ten_scenario_coverage,T5.1.2,exact_ten_scenario_coverage,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:decoder_training_evaluation_seeds_disjoint,T5.1.2,decoder_training_evaluation_seeds_disjoint,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:six_decoder_scenarios_have_six_seed_clusters,T5.1.2,six_decoder_scenarios_have_six_seed_clusters,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:all_decoder_traces_unique,T5.1.2,all_decoder_traces_unique,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:static_gaussian_is_constant,T5.1.2,static_gaussian_is_constant,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:causal_update_contract_preserved,T5.1.2,causal_update_contract_preserved,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:decoder_metrics_finite,T5.1.2,decoder_metrics_finite,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:loss_native_gates_pass,T5.1.2,loss_native_gates_pass,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:readout_ancilla_native_gates_pass,T5.1.2,readout_ancilla_native_gates_pass,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:large_error_native_gate_pass,T5.1.2,large_error_native_gate_pass,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:leakage_native_gate_pass,T5.1.2,leakage_native_gate_pass,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:component_rows_excluded_from_decoder_ranking,T5.1.2,component_rows_excluded_from_decoder_ranking,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:all_parent_artifacts_current_and_pass,T5.1.2,all_parent_artifacts_current_and_pass,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:all_implementation_bindings_present,T5.1.2,all_implementation_bindings_present,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
parent_gate,T5.1.2:no_global_leaderboard_field,T5.1.2,no_global_leaderboard_field,True,,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:0:source_data,T5.1.2,docs\t5_1_2_mixed_scenario_matrix_source_data.csv,49f0949fcd02ba0f9053abccd28f46d3b5169e60f6360938cdbdd82d061b5e4e,49f0949fcd02ba0f9053abccd28f46d3b5169e60f6360938cdbdd82d061b5e4e,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:1:artifact_binding:0,T5.1.2,docs/t5_1_1_comparison_set_registry.json,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:2:artifact_binding:1,T5.1.2,docs/t3_2_2_continuous_adaptive_map_validation.json,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:3:artifact_binding:2,T5.1.2,docs/t2_3_8_noise_transfer_validation.json,8f674c7876c39d897bc9a8bdafb6b47f5088201182551e65e93bc3739970301f,8f674c7876c39d897bc9a8bdafb6b47f5088201182551e65e93bc3739970301f,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:4:artifact_binding:3,T5.1.2,docs/t2_2_2_protocol_ancilla_validation.json,a70bd1772d46f1c7c7c7f1c7bbc919bedd2a5967812d3b2d09e4f4de584c3b1a,a70bd1772d46f1c7c7c7f1c7bbc919bedd2a5967812d3b2d09e4f4de584c3b1a,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:5:artifact_binding:4,T5.1.2,docs/t2_0_5_displacement_fault_trend.json,14f5fcb38707a15178a71528723dc51f9e86a258d97a4b780062e94a0d99a415,14f5fcb38707a15178a71528723dc51f9e86a258d97a4b780062e94a0d99a415,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:6:artifact_binding:5,T5.1.2,docs/t2_0_6_occupancy_correlation.json,901f4ff4ef8837125597fb79d95fc1d2b15c2649cf8421ed67fa439332681280,901f4ff4ef8837125597fb79d95fc1d2b15c2649cf8421ed67fa439332681280,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:7:implementation_binding:0,T5.1.2,cnn_fpga/benchmark/mixed_scenario_matrix.py,507c19e4ada745224ffc7d43f28aa16cafdf85e128059accfc7198777ab7e023,507c19e4ada745224ffc7d43f28aa16cafdf85e128059accfc7198777ab7e023,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:8:implementation_binding:1,T5.1.2,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:9:implementation_binding:2,T5.1.2,cnn_fpga/decoder/periodic_adaptive_map.py,ccd8b5811e9275114d7de5957d4551a3864f874d9af2ad1582fb88e5b8c43b37,ccd8b5811e9275114d7de5957d4551a3864f874d9af2ad1582fb88e5b8c43b37,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:10:implementation_binding:3,T5.1.2,physics/drift_processes.py,62f78df962fee79d40938d3fee99c243f1615eb81d6c5028f1413a8679db2108,62f78df962fee79d40938d3fee99c243f1615eb81d6c5028f1413a8679db2108,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:11:implementation_binding:4,T5.1.2,physics/noise_transfer_surrogate.py,cd89bdeb981bc2a1b79c021355075e01d4b9b2fb8f4c4cf1060cb9fa2230d801,cd89bdeb981bc2a1b79c021355075e01d4b9b2fb8f4c4cf1060cb9fa2230d801,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:12:implementation_binding:5,T5.1.2,physics/protocol_ancilla_errors.py,2497b9a2a153a37c9c3d19c5c7b52b4424e28e12c623526630ac8c34f355afee,2497b9a2a153a37c9c3d19c5c7b52b4424e28e12c623526630ac8c34f355afee,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
file_binding,T5.1.2:13:implementation_binding:6,T5.1.2,physics/sbs_displacement_fault.py,eb0ec42a55f573cb2f56d54808e8547ae30afbb4249e1f7fbced8cdb7b73cc5f,eb0ec42a55f573cb2f56d54808e8547ae30afbb4249e1f7fbced8cdb7b73cc5f,True,event_aware_adaptive_map_fpga_codesign,,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d
