row_type,mechanism,record_id,metric,value,detail
file_binding,provenance,cnn_fpga/benchmark/memory_specific_ablation.py,sha256_bound,1,"{""binding_id"": ""cnn_fpga/benchmark/memory_specific_ablation.py"", ""kind"": ""implementation"", ""path"": ""cnn_fpga/benchmark/memory_specific_ablation.py"", ""sha256"": ""858f41aa8b078cd4ddda67061a03aebd5692cbe6b14c29564ac52f4223fa44ea""}"
file_binding,provenance,cnn_fpga/benchmark/regime_hmm_baseline.py,sha256_bound,1,"{""binding_id"": ""cnn_fpga/benchmark/regime_hmm_baseline.py"", ""kind"": ""implementation"", ""path"": ""cnn_fpga/benchmark/regime_hmm_baseline.py"", ""sha256"": ""29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc""}"
file_binding,provenance,cnn_fpga/benchmark/run_length_fsm_baseline.py,sha256_bound,1,"{""binding_id"": ""cnn_fpga/benchmark/run_length_fsm_baseline.py"", ""kind"": ""implementation"", ""path"": ""cnn_fpga/benchmark/run_length_fsm_baseline.py"", ""sha256"": ""643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8""}"
file_binding,provenance,cnn_fpga/benchmark/uncertainty_gated_fallback.py,sha256_bound,1,"{""binding_id"": ""cnn_fpga/benchmark/uncertainty_gated_fallback.py"", ""kind"": ""implementation"", ""path"": ""cnn_fpga/benchmark/uncertainty_gated_fallback.py"", ""sha256"": ""fe125d633f11a2b99e28f23074555be0ae4f5faa918df30b9f66604d7a2540a5""}"
file_binding,provenance,cnn_fpga/model/tiny_cnn.py,sha256_bound,1,"{""binding_id"": ""cnn_fpga/model/tiny_cnn.py"", ""kind"": ""implementation"", ""path"": ""cnn_fpga/model/tiny_cnn.py"", ""sha256"": ""d613b8d3de96d56b9c4658bc9385c7c5029ab87d15647e806da5496f1ba7d5bc""}"
file_binding,provenance,manifest,sha256_bound,1,"{""binding_id"": ""manifest"", ""kind"": ""legacy_cnn_asset"", ""path"": ""artifacts/datasets/runtime_b_residual_v1/manifest.json"", ""sha256"": ""888a1b0a09559ad611a1ab09356556b8c54a5733d4092396769e0fc6f75bdd00""}"
file_binding,provenance,test_split,sha256_bound,1,"{""binding_id"": ""test_split"", ""kind"": ""legacy_cnn_asset"", ""path"": ""artifacts/datasets/runtime_b_residual_v1/test.npz"", ""sha256"": ""ebbec072f7bacb45d6e5faf5a6a646dfb25413ffa7eb623fca229dc0c748e91d""}"
file_binding,provenance,model,sha256_bound,1,"{""binding_id"": ""model"", ""kind"": ""legacy_cnn_asset"", ""path"": ""artifacts/models/runtime_b_residual_v1/tiny_cnn_20260401_083648_2fc740424c0d.npz"", ""sha256"": ""585ee844b0bd9b9046f01eb97835a2da788050d4197846265545f44ec8d5aabb""}"
file_binding,provenance,evaluation_report,sha256_bound,1,"{""binding_id"": ""evaluation_report"", ""kind"": ""legacy_cnn_asset"", ""path"": ""artifacts/reports/runtime_b_residual_v1/eval_test_20260401_083649.json"", ""sha256"": ""af5ed6a1ee018a4abbc6beabd0de05d0a8f09a519bb7e8760929dee24c8d1e98""}"
history_agent,history,primary-a0,benefit_active_minus_off,0.7107562844855897,"{""active_full_history"": 6.610521591793351, ""agent_index"": 0, ""benefit_active_minus_capacity_control"": -0.430003172357603, ""benefit_active_minus_off"": 0.7107562844855897, ""capacity_control_retrained_latest_only"": 7.040524764150954, ""off_frozen_latest_only"": 5.899765307307761}"
history_agent,history,primary-a1,benefit_active_minus_off,0.6547776178550553,"{""active_full_history"": 6.757557183748309, ""agent_index"": 1, ""benefit_active_minus_capacity_control"": -0.3937888544800838, ""benefit_active_minus_off"": 0.6547776178550553, ""capacity_control_retrained_latest_only"": 7.151346038228393, ""off_frozen_latest_only"": 6.102779565893254}"
history_agent,history,primary-a2,benefit_active_minus_off,0.6166325767434113,"{""active_full_history"": 6.735644106756286, ""agent_index"": 2, ""benefit_active_minus_capacity_control"": 0.3819961057651158, ""benefit_active_minus_off"": 0.6166325767434113, ""capacity_control_retrained_latest_only"": 6.35364800099117, ""off_frozen_latest_only"": 6.119011530012875}"
history_agent,history,primary-a3,benefit_active_minus_off,0.49714324008744004,"{""active_full_history"": 6.663813007525279, ""agent_index"": 3, ""benefit_active_minus_capacity_control"": -0.2867456445835552, ""benefit_active_minus_off"": 0.49714324008744004, ""capacity_control_retrained_latest_only"": 6.9505586521088345, ""off_frozen_latest_only"": 6.166669767437839}"
history_agent,history,primary-a4,benefit_active_minus_off,1.0662383243829971,"{""active_full_history"": 6.936388012877256, ""agent_index"": 4, ""benefit_active_minus_capacity_control"": -0.008777765458886755, ""benefit_active_minus_off"": 1.0662383243829971, ""capacity_control_retrained_latest_only"": 6.9451657783361425, ""off_frozen_latest_only"": 5.8701496884942586}"
history_aggregate,history,primary,benefit_active_minus_off,0.7091096087108987,"{""active_mean"": 6.740784780540096, ""agent_rows"": [{""active_full_history"": 6.610521591793351, ""agent_index"": 0, ""benefit_active_minus_capacity_control"": -0.430003172357603, ""benefit_active_minus_off"": 0.7107562844855897, ""capacity_control_retrained_latest_only"": 7.040524764150954, ""off_frozen_latest_only"": 5.899765307307761}, {""active_full_history"": 6.757557183748309, ""agent_index"": 1, ""benefit_active_minus_capacity_control"": -0.3937888544800838, ""benefit_active_minus_off"": 0.6547776178550553, ""capacity_control_retrained_latest_only"": 7.151346038228393, ""off_frozen_latest_only"": 6.102779565893254}, {""active_full_history"": 6.735644106756286, ""agent_index"": 2, ""benefit_active_minus_capacity_control"": 0.3819961057651158, ""benefit_active_minus_off"": 0.6166325767434113, ""capacity_control_retrained_latest_only"": 6.35364800099117, ""off_frozen_latest_only"": 6.119011530012875}, {""active_full_history"": 6.663813007525279, ""agent_index"": 3, ""benefit_active_minus_capacity_control"": -0.2867456445835552, ""benefit_active_minus_off"": 0.49714324008744004, ""capacity_control_retrained_latest_only"": 6.9505586521088345, ""off_frozen_latest_only"": 6.166669767437839}, {""active_full_history"": 6.936388012877256, ""agent_index"": 4, ""benefit_active_minus_capacity_control"": -0.008777765458886755, ""benefit_active_minus_off"": 1.0662383243829971, ""capacity_control_retrained_latest_only"": 6.9451657783361425, ""off_frozen_latest_only"": 5.8701496884942586}], ""benefit_interval"": {""ci95_high"": 0.8940250335494916, ""ci95_low"": 0.5688368420810228, ""mean_difference"": 0.7091096087108987, ""probability_positive"": 1.0}, ""capacity_control_benefit_interval"": {""ci95_high"": 0.14753178303071426, ""ci95_low"": -0.3868659396517858, ""mean_difference"": -0.14746386622300262, ""probability_positive"": 0.14905}, ""capacity_control_mean"": 6.888248646763098, ""cutoff"": 12, ""off_mean"": 6.031675171829197}"
history_agent,history,confirmation-a0,benefit_active_minus_off,-0.4726338894673283,"{""active_full_history"": 7.554539488196756, ""agent_index"": 0, ""benefit_active_minus_capacity_control"": 0.015615231456873602, ""benefit_active_minus_off"": -0.4726338894673283, ""capacity_control_retrained_latest_only"": 7.538924256739882, ""off_frozen_latest_only"": 8.027173377664084}"
history_agent,history,confirmation-a1,benefit_active_minus_off,-0.39705210642044264,"{""active_full_history"": 8.024862999544883, ""agent_index"": 1, ""benefit_active_minus_capacity_control"": 0.3508461662397657, ""benefit_active_minus_off"": -0.39705210642044264, ""capacity_control_retrained_latest_only"": 7.674016833305117, ""off_frozen_latest_only"": 8.421915105965326}"
history_agent,history,confirmation-a2,benefit_active_minus_off,-0.6592959917675438,"{""active_full_history"": 7.49709695332687, ""agent_index"": 2, ""benefit_active_minus_capacity_control"": 0.7621696732581613, ""benefit_active_minus_off"": -0.6592959917675438, ""capacity_control_retrained_latest_only"": 6.7349272800687086, ""off_frozen_latest_only"": 8.156392945094414}"
history_agent,history,confirmation-a3,benefit_active_minus_off,-0.5692136910037311,"{""active_full_history"": 7.640055170358347, ""agent_index"": 3, ""benefit_active_minus_capacity_control"": 0.7402866837267128, ""benefit_active_minus_off"": -0.5692136910037311, ""capacity_control_retrained_latest_only"": 6.8997684866316344, ""off_frozen_latest_only"": 8.209268861362078}"
history_agent,history,confirmation-a4,benefit_active_minus_off,-0.7199868006689822,"{""active_full_history"": 7.825200377329432, ""agent_index"": 4, ""benefit_active_minus_capacity_control"": 0.8314899420492843, ""benefit_active_minus_off"": -0.7199868006689822, ""capacity_control_retrained_latest_only"": 6.993710435280148, ""off_frozen_latest_only"": 8.545187177998415}"
history_aggregate,history,confirmation,benefit_active_minus_off,-0.5636364958656056,"{""active_mean"": 7.708350997751258, ""agent_rows"": [{""active_full_history"": 7.554539488196756, ""agent_index"": 0, ""benefit_active_minus_capacity_control"": 0.015615231456873602, ""benefit_active_minus_off"": -0.4726338894673283, ""capacity_control_retrained_latest_only"": 7.538924256739882, ""off_frozen_latest_only"": 8.027173377664084}, {""active_full_history"": 8.024862999544883, ""agent_index"": 1, ""benefit_active_minus_capacity_control"": 0.3508461662397657, ""benefit_active_minus_off"": -0.39705210642044264, ""capacity_control_retrained_latest_only"": 7.674016833305117, ""off_frozen_latest_only"": 8.421915105965326}, {""active_full_history"": 7.49709695332687, ""agent_index"": 2, ""benefit_active_minus_capacity_control"": 0.7621696732581613, ""benefit_active_minus_off"": -0.6592959917675438, ""capacity_control_retrained_latest_only"": 6.7349272800687086, ""off_frozen_latest_only"": 8.156392945094414}, {""active_full_history"": 7.640055170358347, ""agent_index"": 3, ""benefit_active_minus_capacity_control"": 0.7402866837267128, ""benefit_active_minus_off"": -0.5692136910037311, ""capacity_control_retrained_latest_only"": 6.8997684866316344, ""off_frozen_latest_only"": 8.209268861362078}, {""active_full_history"": 7.825200377329432, ""agent_index"": 4, ""benefit_active_minus_capacity_control"": 0.8314899420492843, ""benefit_active_minus_off"": -0.7199868006689822, ""capacity_control_retrained_latest_only"": 6.993710435280148, ""off_frozen_latest_only"": 8.545187177998415}], ""benefit_interval"": {""ci95_high"": -0.4617171365558546, ""ci95_low"": -0.6655558551753566, ""mean_difference"": -0.5636364958656056, ""probability_positive"": 0.0}, ""capacity_control_benefit_interval"": {""ci95_high"": 0.7855211828683208, ""ci95_low"": 0.23197230677370956, ""mean_difference"": 0.5400815393461595, ""probability_positive"": 1.0}, ""capacity_control_mean"": 7.168269458405099, ""cutoff"": 16, ""off_mean"": 8.271987493616864}"
cnn_sample,cnn_residual,0,benefit_off_minus_active_mse,-4.17818469539428e-06,"{""active_predicted_delta_b"": [0.001733781932351461, -0.0015719701945026757], ""active_squared_error"": 4.384187268951152e-06, ""benefit_off_minus_active_mse"": -4.17818469539428e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 2.0600257355687263e-07, ""sample_id"": 0, ""scenario_id"": ""step_sigma_theta"", ""target_delta_b"": [-0.00033259845804423094, 0.0005489839822985232], ""window_id"": 258}"
cnn_sample,cnn_residual,1,benefit_off_minus_active_mse,1.0628676783114841e-05,"{""active_predicted_delta_b"": [0.0014040408536934164, -0.0019723778169407256], ""active_squared_error"": 5.622387383591291e-06, ""benefit_off_minus_active_mse"": 1.0628676783114841e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.6251064166706132e-05, ""sample_id"": 1, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004115992691367865, -0.0039447094313800335], ""window_id"": 146}"
cnn_sample,cnn_residual,2,benefit_off_minus_active_mse,9.867813717658012e-06,"{""active_predicted_delta_b"": [0.0010472138607804159, -0.0018674829805926962], ""active_squared_error"": 7.331152727146333e-06, ""benefit_off_minus_active_mse"": 9.867813717658012e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.7198966444804346e-05, ""sample_id"": 2, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004054584540426731, -0.004237720742821693], ""window_id"": 70}"
cnn_sample,cnn_residual,3,benefit_off_minus_active_mse,9.986927126412386e-06,"{""active_predicted_delta_b"": [0.002483399701680717, -0.0009299482936536367], ""active_squared_error"": 2.9790240185174756e-06, ""benefit_off_minus_active_mse"": 9.986927126412386e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.2965951144929862e-05, ""sample_id"": 3, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004747677128762007, -0.0018415928352624178], ""window_id"": 233}"
cnn_sample,cnn_residual,4,benefit_off_minus_active_mse,1.532948461627865e-05,"{""active_predicted_delta_b"": [0.0020913531238155995, -0.0025762729456660404], ""active_squared_error"": 4.522830181493399e-06, ""benefit_off_minus_active_mse"": 1.532948461627865e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.985231479777205e-05, ""sample_id"": 4, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004368554800748825, -0.004540964495390654], ""window_id"": 379}"
cnn_sample,cnn_residual,5,benefit_off_minus_active_mse,9.799763756357563e-06,"{""active_predicted_delta_b"": [0.001554426118957728, -0.0015624104558557485], ""active_squared_error"": 5.625203812205244e-06, ""benefit_off_minus_active_mse"": 9.799763756357563e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.5424967568562807e-05, ""sample_id"": 5, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.00409367261454463, -0.0037539019249379635], ""window_id"": 339}"
cnn_sample,cnn_residual,6,benefit_off_minus_active_mse,-2.303161192744614e-06,"{""active_predicted_delta_b"": [0.0023526880914441933, -0.0010824283280177018], ""active_squared_error"": 2.9665020141428294e-06, ""benefit_off_minus_active_mse"": -2.303161192744614e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 6.633408213982154e-07, ""sample_id"": 6, ""scenario_id"": ""step_sigma_theta"", ""target_delta_b"": [0.0008190088556148112, 0.0008098803227767348], ""window_id"": 135}"
cnn_sample,cnn_residual,7,benefit_off_minus_active_mse,-1.1937955019969192e-06,"{""active_predicted_delta_b"": [0.002962682287413674, -0.00279714808443539], ""active_squared_error"": 2.7376849984779837e-06, ""benefit_off_minus_active_mse"": -1.1937955019969192e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.5438894964810645e-06, ""sample_id"": 7, ""scenario_id"": ""linear_ramp"", ""target_delta_b"": [0.0014144910965114832, -0.0010425900109112263], ""window_id"": 375}"
cnn_sample,cnn_residual,8,benefit_off_minus_active_mse,2.3619033179246367e-06,"{""active_predicted_delta_b"": [0.0029196308159278525, -0.002862230090673228], ""active_squared_error"": 1.1104262823695207e-06, ""benefit_off_minus_active_mse"": 2.3619033179246367e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 3.472329600294157e-06, ""sample_id"": 8, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0020574023947119713, -0.0016467405948787928], ""window_id"": 354}"
cnn_sample,cnn_residual,9,benefit_off_minus_active_mse,1.644398925463243e-05,"{""active_predicted_delta_b"": [0.0022720333449830453, -0.0027276338155103356], ""active_squared_error"": 4.519504400233615e-06, ""benefit_off_minus_active_mse"": 1.644398925463243e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 2.0963493654866045e-05, ""sample_id"": 9, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.00481959106400609, -0.004324179608374834], ""window_id"": 402}"
cnn_sample,cnn_residual,10,benefit_off_minus_active_mse,1.7206698417730091e-06,"{""active_predicted_delta_b"": [0.0027675674086692988, -0.002452657180709781], ""active_squared_error"": 1.0416204075356737e-06, ""benefit_off_minus_active_mse"": 1.7206698417730091e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 2.762290249308683e-06, ""sample_id"": 10, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.002004404319450259, -0.001227576402015984], ""window_id"": 69}"
cnn_sample,cnn_residual,11,benefit_off_minus_active_mse,9.905051228072827e-06,"{""active_predicted_delta_b"": [0.0015610586000108723, -0.0016441384439398648], ""active_squared_error"": 5.454957098428081e-06, ""benefit_off_minus_active_mse"": 9.905051228072827e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.536000832650091e-05, ""sample_id"": 11, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004271248355507851, -0.003532202448695898], ""window_id"": 69}"
cnn_sample,cnn_residual,12,benefit_off_minus_active_mse,1.3770272591540596e-05,"{""active_predicted_delta_b"": [0.0015771175565079728, -0.0019541799437875883], ""active_squared_error"": 9.101288899385144e-06, ""benefit_off_minus_active_mse"": 1.3770272591540596e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 2.287156149092574e-05, ""sample_id"": 12, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004677440971136093, -0.004885147791355848], ""window_id"": 497}"
cnn_sample,cnn_residual,13,benefit_off_minus_active_mse,1.3169983911401449e-05,"{""active_predicted_delta_b"": [0.0014778024825450637, -0.002381258054397104], ""active_squared_error"": 6.0182093341787405e-06, ""benefit_off_minus_active_mse"": 1.3169983911401449e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.918819324558019e-05, ""sample_id"": 13, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004131814930588007, -0.004615678917616606], ""window_id"": 268}"
cnn_sample,cnn_residual,14,benefit_off_minus_active_mse,5.979823065656858e-06,"{""active_predicted_delta_b"": [0.001639254259255886, -0.0029144224548422314], ""active_squared_error"": 8.337103340527502e-08, ""benefit_off_minus_active_mse"": 5.979823065656858e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 6.063194099062133e-06, ""sample_id"": 14, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0013552006566897035, -0.003207774832844734], ""window_id"": 364}"
cnn_sample,cnn_residual,15,benefit_off_minus_active_mse,1.160738720049232e-05,"{""active_predicted_delta_b"": [0.0018455096443027526, -0.0021287075261589923], ""active_squared_error"": 3.796674627106523e-06, ""benefit_off_minus_active_mse"": 1.160738720049232e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.5404061827598844e-05, ""sample_id"": 15, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.003993254620581865, -0.0038551317993551493], ""window_id"": 60}"
cnn_sample,cnn_residual,16,benefit_off_minus_active_mse,5.077909093400115e-06,"{""active_predicted_delta_b"": [0.0022678980435821647, -0.002706950633579832], ""active_squared_error"": 5.4032387824506276e-08, ""benefit_off_minus_active_mse"": 5.077909093400115e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 5.131941481224621e-06, ""sample_id"": 16, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.002076460048556328, -0.002439712407067418], ""window_id"": 394}"
cnn_sample,cnn_residual,17,benefit_off_minus_active_mse,3.481259187759788e-06,"{""active_predicted_delta_b"": [0.002353825451704917, -0.003468111478076974], ""active_squared_error"": 8.159446836717313e-07, ""benefit_off_minus_active_mse"": 3.481259187759788e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 4.2972038714315195e-06, ""sample_id"": 17, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0014970818301662803, -0.002520546317100525], ""window_id"": 331}"
cnn_sample,cnn_residual,18,benefit_off_minus_active_mse,-3.943413473101078e-06,"{""active_predicted_delta_b"": [0.0028159776157416373, -0.003117158093647568], ""active_squared_error"": 4.755291693454117e-06, ""benefit_off_minus_active_mse"": -3.943413473101078e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 8.118782203530391e-07, ""sample_id"": 18, ""scenario_id"": ""linear_ramp"", ""target_delta_b"": [0.001167372101917863, -0.0005108804325573146], ""window_id"": 481}"
cnn_sample,cnn_residual,19,benefit_off_minus_active_mse,-4.225561683516761e-06,"{""active_predicted_delta_b"": [0.0022568191802861516, -0.0017749308322368247], ""active_squared_error"": 4.3107948095440175e-06, ""benefit_off_minus_active_mse"": -4.225561683516761e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 8.523312602725682e-08, ""sample_id"": 19, ""scenario_id"": ""step_sigma_theta"", ""target_delta_b"": [0.00022585171973332763, 0.0003456258855294436], ""window_id"": 23}"
cnn_sample,cnn_residual,20,benefit_off_minus_active_mse,3.7779530551824006e-06,"{""active_predicted_delta_b"": [0.0022161641950639603, -0.0032326681363047307], ""active_squared_error"": 5.925484127991806e-07, ""benefit_off_minus_active_mse"": 3.7779530551824006e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 4.370501467981581e-06, ""sample_id"": 20, ""scenario_id"": ""linear_ramp"", ""target_delta_b"": [0.0012902711750939488, -0.002660113386809826], ""window_id"": 136}"
cnn_sample,cnn_residual,21,benefit_off_minus_active_mse,1.675415468235122e-05,"{""active_predicted_delta_b"": [0.0021192333277693814, -0.0030591235970838203], ""active_squared_error"": 4.154072550469158e-06, ""benefit_off_minus_active_mse"": 1.675415468235122e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 2.090822723282038e-05, ""sample_id"": 21, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004571971949189901, -0.00457313098013401], ""window_id"": 500}"
cnn_sample,cnn_residual,22,benefit_off_minus_active_mse,7.566625551019046e-06,"{""active_predicted_delta_b"": [0.0018255499817774932, -0.0024387207516999416], ""active_squared_error"": 4.870937443856315e-07, ""benefit_off_minus_active_mse"": 7.566625551019046e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 8.053719295404677e-06, ""sample_id"": 22, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0022201002575457096, -0.0033434403594583273], ""window_id"": 188}"
cnn_sample,cnn_residual,23,benefit_off_minus_active_mse,1.317136950280123e-05,"{""active_predicted_delta_b"": [0.002548865840825839, -0.002128181469711105], ""active_squared_error"": 2.886113840256173e-06, ""benefit_off_minus_active_mse"": 1.317136950280123e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.6057483343057404e-05, ""sample_id"": 23, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004750540945678949, -0.0030898749828338623], ""window_id"": 360}"
cnn_sample,cnn_residual,24,benefit_off_minus_active_mse,3.3563490199607196e-06,"{""active_predicted_delta_b"": [0.0018753766003353485, -0.001626698420574806], ""active_squared_error"": 8.740610764322139e-09, ""benefit_off_minus_active_mse"": 3.3563490199607196e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 3.3650896307250416e-06, ""sample_id"": 24, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0019115834729745984, -0.0017538608517497778], ""window_id"": 178}"
cnn_sample,cnn_residual,25,benefit_off_minus_active_mse,4.419145277231948e-06,"{""active_predicted_delta_b"": [0.002128583126899343, -0.0022061564129903593], ""active_squared_error"": 3.844727755346478e-08, ""benefit_off_minus_active_mse"": 4.419145277231948e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 4.457592554785412e-06, ""sample_id"": 25, ""scenario_id"": ""linear_ramp"", ""target_delta_b"": [0.0018767652800306678, -0.0023222698364406824], ""window_id"": 126}"
cnn_sample,cnn_residual,26,benefit_off_minus_active_mse,1.7587075411469166e-05,"{""active_predicted_delta_b"": [0.002717920191952526, -0.003470719420661718], ""active_squared_error"": 2.2610540482843413e-06, ""benefit_off_minus_active_mse"": 1.7587075411469166e-05, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 1.984812945975351e-05, ""sample_id"": 26, ""scenario_id"": ""static_bias_theta"", ""target_delta_b"": [0.004728198982775211, -0.004164179787039757], ""window_id"": 98}"
cnn_sample,cnn_residual,27,benefit_off_minus_active_mse,3.693285771177152e-06,"{""active_predicted_delta_b"": [0.0008461925337094418, -0.001422001939938686], ""active_squared_error"": 1.0425537987149393e-06, ""benefit_off_minus_active_mse"": 3.693285771177152e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 4.735839569892091e-06, ""sample_id"": 27, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.0012765798019245267, -0.002800361253321171], ""window_id"": 186}"
cnn_sample,cnn_residual,28,benefit_off_minus_active_mse,3.926786447036959e-06,"{""active_predicted_delta_b"": [0.0020156459532759143, -0.0013269987106252026], ""active_squared_error"": 1.1815322579610638e-07, ""benefit_off_minus_active_mse"": 3.926786447036959e-06, ""off_predicted_delta_b"": [0.0, 0.0], ""off_squared_error"": 4.044939672833065e-06, ""sample_id"": 28, ""scenario_id"": ""periodic_drift"", ""target_delta_b"": [0.002232853788882494, -0.001761886291205883], ""window_id"": 190}"
