row_type,item_id,lane_id,strategy,metric,value,unit_or_scope,passed,source_task,source_artifact_sha256
parent_gate,T5.1.1:all_implementation_anchors_are_live,,,all_implementation_anchors_are_live,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:all_parent_artifacts_pass,,,all_parent_artifacts_pass,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:all_rows_define_information_protocol_metric_time_compute_and_claim_scope,,,all_rows_define_information_protocol_metric_time_compute_and_claim_scope,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:only_decoder_oracle_reads_hidden_truth_online,,,only_decoder_oracle_reads_hidden_truth_online,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:hidden_truth_oracles_are_nondeployable,,,hidden_truth_oracles_are_nondeployable,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:no_correction_is_executable_zero_action_and_not_standard_sbs_alias,,,no_correction_is_executable_zero_action_and_not_standard_sbs_alias,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:finite_energy_static_is_executed_not_narrative_only,,,finite_energy_static_is_executed_not_narrative_only,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:lane_membership_is_reciprocal_and_no_global_leaderboard_exists,,,lane_membership_is_reciprocal_and_no_global_leaderboard_exists,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:run_length_and_hmm_remain_component_only,,,run_length_and_hmm_remain_component_only,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:control_oracle_is_short_horizon_nondeployable_only,,,control_oracle_is_short_horizon_nondeployable_only,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:student_claim_remains_qualified_not_hardware,,,student_claim_remains_qualified_not_hardware,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:knill_and_psteane_are_explicitly_excluded_from_main_ranking,,,knill_and_psteane_are_explicitly_excluded_from_main_ranking,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_gate,T5.1.1:t5_1_2_matrix_is_preregistered_not_falsely_executed,,,t5_1_2_matrix_is_preregistered_not_falsely_executed,True,,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:0,,,docs\t5_1_1_comparison_set_registry_source_data.csv,00646a9418b215c79e8d63a7cf719bee71f39d90722a6b906331d467c2af0ff3,00646a9418b215c79e8d63a7cf719bee71f39d90722a6b906331d467c2af0ff3,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:1,,,docs/t3_1_1_standard_binning_validation.json,5911b302ec4bcb19264f8ee6e8301078ba5f104470c4f22d2e92be7a109c0bd2,5911b302ec4bcb19264f8ee6e8301078ba5f104470c4f22d2e92be7a109c0bd2,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:2,,,docs/t3_1_2_static_map_validation.json,5c5135800d4fbbc36436979b86698e5378dee45d8dcbdc387076ebb164fa8585,5c5135800d4fbbc36436979b86698e5378dee45d8dcbdc387076ebb164fa8585,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:3,,,docs/t3_1_3_oracle_validation.json,d539acf3beb2b06e4329a1140b9d80efec630905c7d50d9aa5055deb008324a9,d539acf3beb2b06e4329a1140b9d80efec630905c7d50d9aa5055deb008324a9,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:4,,,docs/t3_1_5_topk_map_validation.json,aac5cb70cf63cb238b2abd8f75d52b96dcda72c86a4e0e899cb9e30e05aec2ec,aac5cb70cf63cb238b2abd8f75d52b96dcda72c86a4e0e899cb9e30e05aec2ec,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:5,,,docs/t3_2_10_exponential_recurrence_validation.json,120171277b57267cd68f492e5a804b5ce5b5c54aa3ee7bc8517ed2f3a52fb8d7,120171277b57267cd68f492e5a804b5ce5b5c54aa3ee7bc8517ed2f3a52fb8d7,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:6,,,docs/t3_2_1_memory_bayesian_validation.json,cd4be868e90210180ad8790432b7da1f6b4463bb3f69f4c2c254c9e0dd8da9c9,cd4be868e90210180ad8790432b7da1f6b4463bb3f69f4c2c254c9e0dd8da9c9,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:7,,,docs/t3_2_2_continuous_adaptive_map_validation.json,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:8,,,docs/t3_2_3_sliding_window_validation.json,04c4f8f304542dca10fb4889c5571b2c9742767a19c6a6f362162cbb2bdd69fb,04c4f8f304542dca10fb4889c5571b2c9742767a19c6a6f362162cbb2bdd69fb,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:9,,,docs/t3_2_5_run_length_fsm_validation.json,15112a68970b184788a9a37002b1026a8268250767782b15fc0ee478cfbb8988,15112a68970b184788a9a37002b1026a8268250767782b15fc0ee478cfbb8988,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:10,,,docs/t3_2_6_regime_hmm_validation.json,846885105ffdb3ea8499750da30d5966d8ebe31b33127bd120e0fe272e37cf61,846885105ffdb3ea8499750da30d5966d8ebe31b33127bd120e0fe272e37cf61,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:11,,,docs/t3_2_7_latest_outcome_markovian_validation.json,3213b988cef743551a229cfeecfb4e588a959f12d32e4a8cf70d2361b152278d,3213b988cef743551a229cfeecfb4e588a959f12d32e4a8cf70d2361b152278d,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:12,,,docs/t3_2_8_autonomous_sbs_wallclock_validation.json,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:13,,,docs/t3_2_9_trajectory_lookup_control_oracle.json,604df4fb818a4ffd4c7c91d913742cee979f1021467f999af6a16c2a60734d7a,604df4fb818a4ffd4c7c91d913742cee979f1021467f999af6a16c2a60734d7a,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:14,,,docs/t4_4_1_bounded_residual_rnn_teacher_validation.json,c71094493a63f7a3b1287d28c0a1b71d3ce7a03e16a281a27967a87a65669d53,c71094493a63f7a3b1287d28c0a1b71d3ce7a03e16a281a27967a87a65669d53,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:15,,,docs/t4_4_4_teacher_student_gain_retention.json,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:16,,,docs/t4_4_5_teacher_student_branch_freeze.json,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:17,,,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:18,,,cnn_fpga/benchmark/standard_binning_baseline.py,c79e52cd319a14f389cdd1e5baced884d786c4ec033b88d3cb5b1f4be2ec51db,c79e52cd319a14f389cdd1e5baced884d786c4ec033b88d3cb5b1f4be2ec51db,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:19,,,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:20,,,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:21,,,cnn_fpga/benchmark/static_map_baseline.py,6bb4c1705907476adbbe8487111b5f5123e6d984e9c0ec6620609ad335d7d3af,6bb4c1705907476adbbe8487111b5f5123e6d984e9c0ec6620609ad335d7d3af,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:22,,,cnn_fpga/benchmark/topk_lattice_coset_map.py,448dc05ad4c86b9b74d2b37a8e077546d09a676f4f4aeca665a8035e4ff17ead,448dc05ad4c86b9b74d2b37a8e077546d09a676f4f4aeca665a8035e4ff17ead,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:23,,,cnn_fpga/benchmark/oracle_baseline.py,72f40b4fe9d1cbea6a33ab55c75b24f240e071611e8a98feef0a7058b0ca2f19,72f40b4fe9d1cbea6a33ab55c75b24f240e071611e8a98feef0a7058b0ca2f19,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:24,,,physics/finite_energy_trends.py,b3943ba9308cf2a7c329d5191c84c9a8852c6a0116ce60105d24a42c35f350fd,b3943ba9308cf2a7c329d5191c84c9a8852c6a0116ce60105d24a42c35f350fd,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:25,,,cnn_fpga/benchmark/memory_assisted_bayesian_decoder.py,3078fb39e219a8e77de12c0e6da49fda30ece2131a33768a63b6d0ca2fa18279,3078fb39e219a8e77de12c0e6da49fda30ece2131a33768a63b6d0ca2fa18279,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:26,,,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:27,,,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:28,,,cnn_fpga/benchmark/sliding_window_syndrome_estimator.py,3a172d3f909b5cd347ba9f17ff89bfb1a16934887cd5e596dbb54e381de436a7,3a172d3f909b5cd347ba9f17ff89bfb1a16934887cd5e596dbb54e381de436a7,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:29,,,cnn_fpga/benchmark/run_length_fsm_baseline.py,643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8,643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:30,,,cnn_fpga/benchmark/regime_hmm_baseline.py,29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc,29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:31,,,cnn_fpga/benchmark/latest_outcome_markovian_baseline.py,799378876d5d4d35945a682f4bde905455f0fd044a0dee00e68825a513124492,799378876d5d4d35945a682f4bde905455f0fd044a0dee00e68825a513124492,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:32,,,cnn_fpga/benchmark/exponential_recurrence_baseline.py,c652145865938b797e00f6847d1e2b544a80f5822d0d753d9e48d5ce207fe8b2,c652145865938b797e00f6847d1e2b544a80f5822d0d753d9e48d5ce207fe8b2,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:33,,,cnn_fpga/benchmark/bounded_residual_rnn_teacher.py,948f411bc80148c97db994a1da26a4281b2ec34bc252a3e064647f1c81e27243,948f411bc80148c97db994a1da26a4281b2ec34bc252a3e064647f1c81e27243,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:34,,,cnn_fpga/benchmark/low_dimensional_student_distillation.py,6f72ac2b1ec68013e06e6a9960f3a6ccee13c71e584a68362588430f0dde65de,6f72ac2b1ec68013e06e6a9960f3a6ccee13c71e584a68362588430f0dde65de,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
file_binding,T5.1.1:35,,,cnn_fpga/benchmark/trajectory_lookup_control_oracle.py,fd6fed6e69bd66d1dc2543ba2fc54cc23208e7b61f63710ac5d7edf6131a8924,fd6fed6e69bd66d1dc2543ba2fc54cc23208e7b61f63710ac5d7edf6131a8924,True,T5.1.1,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257
parent_artifact,T4.4.4,,,,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_parent_artifacts_and_checkpoints_are_current_passes,,,all_parent_artifacts_and_checkpoints_are_current_passes,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:new_stochastic_seeds_are_disjoint_from_teacher_and_student_fitting,,,new_stochastic_seeds_are_disjoint_from_teacher_and_student_fitting,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:ten_cycle_lane_retains_standard_all_five_mf_teacher_handcrafted_and_student,,,ten_cycle_lane_retains_standard_all_five_mf_teacher_handcrafted_and_student,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:two_cycle_exact_lane_includes_all_comparators_and_horizon_bound_oracle,,,two_cycle_exact_lane_includes_all_comparators_and_horizon_bound_oracle,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_point_gain_retention_meets_frozen_ninety_percent_threshold,,,student_point_gain_retention_meets_frozen_ninety_percent_threshold,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_gain_retention_lower_confidence_bounds_meet_threshold,,,student_gain_retention_lower_confidence_bounds_meet_threshold,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:exact_two_cycle_student_gain_retention_meets_threshold,,,exact_two_cycle_student_gain_retention_meets_threshold,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:teacher_student_pg_difference_stays_inside_frozen_tolerance,,,teacher_student_pg_difference_stays_inside_frozen_tolerance,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_actions_obey_all_fifteen_hard_bounds,,,student_actions_obey_all_fifteen_hard_bounds,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_physics_lanes_preserve_trace_hermiticity_and_positive_tolerance,,,all_physics_lanes_preserve_trace_hermiticity_and_positive_tolerance,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:all_five_mf_agents_are_reported_without_test_postselection,,,all_five_mf_agents_are_reported_without_test_postselection,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:student_compresses_teacher_stored_scalars_by_more_than_ninety_nine_percent,,,student_compresses_teacher_stored_scalars_by_more_than_ninety_nine_percent,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:cost_table_keeps_float_analytic_and_hardware_evidence_separate,,,cost_table_keeps_float_analytic_and_hardware_evidence_separate,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:source_data_contains_every_seed_branch_retention_and_cost_row,,,source_data_contains_every_seed_branch_retention_and_cost_row,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:leakage_is_explicitly_unavailable_not_silently_encoded_as_e,,,leakage_is_explicitly_unavailable_not_silently_encoded_as_e,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:g_e_and_unavailable_leakage_burdens_are_explicit_for_every_lane,,,g_e_and_unavailable_leakage_burdens_are_explicit_for_every_lane,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:control_oracle_is_never_extrapolated_into_ten_cycle_lane,,,control_oracle_is_never_extrapolated_into_ten_cycle_lane,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_gate,T4.4.4:claim_boundary_requires_t4_4_5_before_nmf_promotion,,,claim_boundary_requires_t4_4_5_before_nmf_promotion,True,,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
file_binding,T4.4.4:0,,,docs/t4_4_4_teacher_student_gain_retention_source_data.csv,b24501ffaa644e427148f13b5a329d9494ca587c6a276bae94bac23455a834a4,b24501ffaa644e427148f13b5a329d9494ca587c6a276bae94bac23455a834a4,True,T4.4.4,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc
parent_artifact,T4.1.1,,,,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:all_six_required_families_present,,,all_six_required_families_present,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:train_validation_evaluation_seeds_pairwise_disjoint,,,train_validation_evaluation_seeds_pairwise_disjoint,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:common_observation_history_and_output_contract,,,common_observation_history_and_output_contract,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:all_families_within_MAC_and_model_state_budget,,,all_families_within_MAC_and_model_state_budget,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:selection_is_validation_only_without_family_prior,,,selection_is_validation_only_without_family_prior,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:neural_families_use_registered_independent_restarts,,,neural_families_use_registered_independent_restarts,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:evaluation_source_rows_complete,,,evaluation_source_rows_complete,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:all_evaluation_posteriors_positive_and_normalized,,,all_evaluation_posteriors_positive_and_normalized,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:all_regimes_have_evaluation_support,,,all_regimes_have_evaluation_support,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
